,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-02-01,1 wk ahead inc case,2021-02-06,51,quantile,0.025,6269.824987792968,21357.0
1,2021-02-01,1 wk ahead inc case,2021-02-06,51,point,NA,23658.8681640625,21357.0
2,2021-02-01,1 wk ahead inc case,2021-02-06,51,quantile,0.1,8473.700537109375,21357.0
4,2021-02-01,1 wk ahead inc case,2021-02-06,51,quantile,0.25,13367.421142578125,21357.0
6,2021-02-01,1 wk ahead inc case,2021-02-06,51,quantile,0.5,23658.8681640625,21357.0
8,2021-02-01,1 wk ahead inc case,2021-02-06,51,quantile,0.75,24571.892578125,21357.0
10,2021-02-01,1 wk ahead inc case,2021-02-06,51,quantile,0.9,24754.171875,21357.0
12,2021-02-01,1 wk ahead inc case,2021-02-06,51,quantile,0.975,25010.11328125,21357.0
14,2021-02-01,2 wk ahead inc case,2021-02-13,51,quantile,0.025,8605.332788085938,14836.0
15,2021-02-01,2 wk ahead inc case,2021-02-13,51,point,NA,23107.537109375,14836.0
16,2021-02-01,2 wk ahead inc case,2021-02-13,51,quantile,0.1,10381.44150390625,14836.0
18,2021-02-01,2 wk ahead inc case,2021-02-13,51,quantile,0.25,21192.86181640625,14836.0
20,2021-02-01,2 wk ahead inc case,2021-02-13,51,quantile,0.5,23107.537109375,14836.0
22,2021-02-01,2 wk ahead inc case,2021-02-13,51,quantile,0.75,24376.953125,14836.0
24,2021-02-01,2 wk ahead inc case,2021-02-13,51,quantile,0.9,24435.38671875,14836.0
26,2021-02-01,2 wk ahead inc case,2021-02-13,51,quantile,0.975,24587.304541015626,14836.0
28,2021-02-01,3 wk ahead inc case,2021-02-20,51,quantile,0.025,9156.255444335937,12706.0
29,2021-02-01,3 wk ahead inc case,2021-02-20,51,point,NA,22455.03515625,12706.0
30,2021-02-01,3 wk ahead inc case,2021-02-20,51,quantile,0.1,9763.00205078125,12706.0
32,2021-02-01,3 wk ahead inc case,2021-02-20,51,quantile,0.25,21026.71533203125,12706.0
34,2021-02-01,3 wk ahead inc case,2021-02-20,51,quantile,0.5,22455.03515625,12706.0
36,2021-02-01,3 wk ahead inc case,2021-02-20,51,quantile,0.75,23360.87109375,12706.0
38,2021-02-01,3 wk ahead inc case,2021-02-20,51,quantile,0.9,24007.998828125,12706.0
40,2021-02-01,3 wk ahead inc case,2021-02-20,51,quantile,0.975,24249.824755859376,12706.0
42,2021-02-01,4 wk ahead inc case,2021-02-27,51,quantile,0.025,8117.98984375,10357.0
43,2021-02-01,4 wk ahead inc case,2021-02-27,51,point,NA,21698.759765625,10357.0
44,2021-02-01,4 wk ahead inc case,2021-02-27,51,quantile,0.1,9203.837597656251,10357.0
46,2021-02-01,4 wk ahead inc case,2021-02-27,51,quantile,0.25,20342.42626953125,10357.0
48,2021-02-01,4 wk ahead inc case,2021-02-27,51,quantile,0.5,21698.759765625,10357.0
50,2021-02-01,4 wk ahead inc case,2021-02-27,51,quantile,0.75,23105.373046875,10357.0
52,2021-02-01,4 wk ahead inc case,2021-02-27,51,quantile,0.9,23948.2642578125,10357.0
54,2021-02-01,4 wk ahead inc case,2021-02-27,51,quantile,0.975,24085.70244140625,10357.0
56,2021-02-01,1 wk ahead inc case,2021-02-06,45,quantile,0.025,13949.946923828125,20159.0
57,2021-02-01,1 wk ahead inc case,2021-02-06,45,point,NA,20776.19921875,20159.0
58,2021-02-01,1 wk ahead inc case,2021-02-06,45,quantile,0.1,14732.3708984375,20159.0
60,2021-02-01,1 wk ahead inc case,2021-02-06,45,quantile,0.25,16778.513671875,20159.0
62,2021-02-01,1 wk ahead inc case,2021-02-06,45,quantile,0.5,20776.19921875,20159.0
64,2021-02-01,1 wk ahead inc case,2021-02-06,45,quantile,0.75,22973.671875,20159.0
66,2021-02-01,1 wk ahead inc case,2021-02-06,45,quantile,0.9,22973.671875,20159.0
68,2021-02-01,1 wk ahead inc case,2021-02-06,45,quantile,0.975,23773.65234375,20159.0
70,2021-02-01,2 wk ahead inc case,2021-02-13,45,quantile,0.025,13763.77861328125,18137.0
71,2021-02-01,2 wk ahead inc case,2021-02-13,45,point,NA,21395.095703125,18137.0
72,2021-02-01,2 wk ahead inc case,2021-02-13,45,quantile,0.1,14330.6025390625,18137.0
74,2021-02-01,2 wk ahead inc case,2021-02-13,45,quantile,0.25,16516.5546875,18137.0
76,2021-02-01,2 wk ahead inc case,2021-02-13,45,quantile,0.5,21395.095703125,18137.0
78,2021-02-01,2 wk ahead inc case,2021-02-13,45,quantile,0.75,22839.61572265625,18137.0
80,2021-02-01,2 wk ahead inc case,2021-02-13,45,quantile,0.9,23145.0826171875,18137.0
82,2021-02-01,2 wk ahead inc case,2021-02-13,45,quantile,0.975,23783.9306640625,18137.0
84,2021-02-01,3 wk ahead inc case,2021-02-20,45,quantile,0.025,9635.011694335937,13795.0
85,2021-02-01,3 wk ahead inc case,2021-02-20,45,point,NA,19208.3544921875,13795.0
86,2021-02-01,3 wk ahead inc case,2021-02-20,45,quantile,0.1,11364.61328125,13795.0
88,2021-02-01,3 wk ahead inc case,2021-02-20,45,quantile,0.25,15445.284423828125,13795.0
90,2021-02-01,3 wk ahead inc case,2021-02-20,45,quantile,0.5,19208.3544921875,13795.0
92,2021-02-01,3 wk ahead inc case,2021-02-20,45,quantile,0.75,22022.6884765625,13795.0
94,2021-02-01,3 wk ahead inc case,2021-02-20,45,quantile,0.9,22960.8478515625,13795.0
96,2021-02-01,3 wk ahead inc case,2021-02-20,45,quantile,0.975,23896.995751953124,13795.0
98,2021-02-01,4 wk ahead inc case,2021-02-27,45,quantile,0.025,13419.412451171875,9385.0
99,2021-02-01,4 wk ahead inc case,2021-02-27,45,point,NA,19492.7705078125,9385.0
100,2021-02-01,4 wk ahead inc case,2021-02-27,45,quantile,0.1,14205.63056640625,9385.0
102,2021-02-01,4 wk ahead inc case,2021-02-27,45,quantile,0.25,15764.81689453125,9385.0
104,2021-02-01,4 wk ahead inc case,2021-02-27,45,quantile,0.5,19492.7705078125,9385.0
106,2021-02-01,4 wk ahead inc case,2021-02-27,45,quantile,0.75,21834.669921875,9385.0
108,2021-02-01,4 wk ahead inc case,2021-02-27,45,quantile,0.9,22609.505859375,9385.0
110,2021-02-01,4 wk ahead inc case,2021-02-27,45,quantile,0.975,23066.325927734375,9385.0
112,2021-02-01,1 wk ahead inc case,2021-02-06,37,quantile,0.025,14056.268896484375,27298.0
113,2021-02-01,1 wk ahead inc case,2021-02-06,37,point,NA,25340.009765625,27298.0
114,2021-02-01,1 wk ahead inc case,2021-02-06,37,quantile,0.1,15268.059375,27298.0
116,2021-02-01,1 wk ahead inc case,2021-02-06,37,quantile,0.25,22143.37158203125,27298.0
118,2021-02-01,1 wk ahead inc case,2021-02-06,37,quantile,0.5,25340.009765625,27298.0
120,2021-02-01,1 wk ahead inc case,2021-02-06,37,quantile,0.75,26684.322265625,27298.0
122,2021-02-01,1 wk ahead inc case,2021-02-06,37,quantile,0.9,26743.484375,27298.0
124,2021-02-01,1 wk ahead inc case,2021-02-06,37,quantile,0.975,26747.923828125,27298.0
126,2021-02-01,2 wk ahead inc case,2021-02-13,37,quantile,0.025,13456.71259765625,21374.0
127,2021-02-01,2 wk ahead inc case,2021-02-13,37,point,NA,24135.21875,21374.0
128,2021-02-01,2 wk ahead inc case,2021-02-13,37,quantile,0.1,14720.383203125,21374.0
130,2021-02-01,2 wk ahead inc case,2021-02-13,37,quantile,0.25,22311.50244140625,21374.0
132,2021-02-01,2 wk ahead inc case,2021-02-13,37,quantile,0.5,24135.21875,21374.0
134,2021-02-01,2 wk ahead inc case,2021-02-13,37,quantile,0.75,25360.51708984375,21374.0
136,2021-02-01,2 wk ahead inc case,2021-02-13,37,quantile,0.9,25728.0376953125,21374.0
138,2021-02-01,2 wk ahead inc case,2021-02-13,37,quantile,0.975,25741.11572265625,21374.0
140,2021-02-01,3 wk ahead inc case,2021-02-20,37,quantile,0.025,12292.517456054688,18525.0
141,2021-02-01,3 wk ahead inc case,2021-02-20,37,point,NA,23424.4365234375,18525.0
142,2021-02-01,3 wk ahead inc case,2021-02-20,37,quantile,0.1,14580.2068359375,18525.0
144,2021-02-01,3 wk ahead inc case,2021-02-20,37,quantile,0.25,20529.2509765625,18525.0
146,2021-02-01,3 wk ahead inc case,2021-02-20,37,quantile,0.5,23424.4365234375,18525.0
148,2021-02-01,3 wk ahead inc case,2021-02-20,37,quantile,0.75,24713.845703125,18525.0
150,2021-02-01,3 wk ahead inc case,2021-02-20,37,quantile,0.9,24852.0072265625,18525.0
152,2021-02-01,3 wk ahead inc case,2021-02-20,37,quantile,0.975,24962.728369140626,18525.0
154,2021-02-01,4 wk ahead inc case,2021-02-27,37,quantile,0.025,11092.112353515626,13633.0
155,2021-02-01,4 wk ahead inc case,2021-02-27,37,point,NA,20752.7294921875,13633.0
156,2021-02-01,4 wk ahead inc case,2021-02-27,37,quantile,0.1,12646.52919921875,13633.0
158,2021-02-01,4 wk ahead inc case,2021-02-27,37,quantile,0.25,14068.671630859375,13633.0
160,2021-02-01,4 wk ahead inc case,2021-02-27,37,quantile,0.5,20752.7294921875,13633.0
162,2021-02-01,4 wk ahead inc case,2021-02-27,37,quantile,0.75,23268.5478515625,13633.0
164,2021-02-01,4 wk ahead inc case,2021-02-27,37,quantile,0.9,24020.4759765625,13633.0
166,2021-02-01,4 wk ahead inc case,2021-02-27,37,quantile,0.975,24117.14140625,13633.0
168,2021-02-01,1 wk ahead inc case,2021-02-06,13,quantile,0.025,19498.80273,24810.0
169,2021-02-01,1 wk ahead inc case,2021-02-06,13,point,NA,29606.75781,24810.0
170,2021-02-01,1 wk ahead inc case,2021-02-06,13,quantile,0.1,21872.510547,24810.0
172,2021-02-01,1 wk ahead inc case,2021-02-06,13,quantile,0.25,26317.98828,24810.0
174,2021-02-01,1 wk ahead inc case,2021-02-06,13,quantile,0.5,29606.75781,24810.0
176,2021-02-01,1 wk ahead inc case,2021-02-06,13,quantile,0.75,29606.75781,24810.0
178,2021-02-01,1 wk ahead inc case,2021-02-06,13,quantile,0.9,30521.44727,24810.0
180,2021-02-01,1 wk ahead inc case,2021-02-06,13,quantile,0.975,30521.44727,24810.0
182,2021-02-01,2 wk ahead inc case,2021-02-13,13,quantile,0.025,14231.387081249999,20443.0
183,2021-02-01,2 wk ahead inc case,2021-02-13,13,point,NA,25876.10742,20443.0
184,2021-02-01,2 wk ahead inc case,2021-02-13,13,quantile,0.1,19163.185939,20443.0
186,2021-02-01,2 wk ahead inc case,2021-02-13,13,quantile,0.25,24014.3994125,20443.0
188,2021-02-01,2 wk ahead inc case,2021-02-13,13,quantile,0.5,25876.10742,20443.0
190,2021-02-01,2 wk ahead inc case,2021-02-13,13,quantile,0.75,28656.71484,20443.0
192,2021-02-01,2 wk ahead inc case,2021-02-13,13,quantile,0.9,28803.237888000003,20443.0
194,2021-02-01,2 wk ahead inc case,2021-02-13,13,quantile,0.975,29571.2673385,20443.0
196,2021-02-01,3 wk ahead inc case,2021-02-20,13,quantile,0.025,15804.90058275,20951.0
197,2021-02-01,3 wk ahead inc case,2021-02-20,13,point,NA,25317.347654999998,20951.0
198,2021-02-01,3 wk ahead inc case,2021-02-20,13,quantile,0.1,18803.994924000002,20951.0
200,2021-02-01,3 wk ahead inc case,2021-02-20,13,quantile,0.25,23301.9209,20951.0
202,2021-02-01,3 wk ahead inc case,2021-02-20,13,quantile,0.5,25317.347654999998,20951.0
204,2021-02-01,3 wk ahead inc case,2021-02-20,13,quantile,0.75,27811.68555,20951.0
206,2021-02-01,3 wk ahead inc case,2021-02-20,13,quantile,0.9,28080.120119000003,20951.0
208,2021-02-01,3 wk ahead inc case,2021-02-20,13,quantile,0.975,28602.345069,20951.0
210,2021-02-01,4 wk ahead inc case,2021-02-27,13,quantile,0.025,15680.461085,17066.0
211,2021-02-01,4 wk ahead inc case,2021-02-27,13,point,NA,23891.146484999997,17066.0
212,2021-02-01,4 wk ahead inc case,2021-02-27,13,quantile,0.1,16040.819824,17066.0
214,2021-02-01,4 wk ahead inc case,2021-02-27,13,quantile,0.25,18862.9541025,17066.0
216,2021-02-01,4 wk ahead inc case,2021-02-27,13,quantile,0.5,23891.146484999997,17066.0
218,2021-02-01,4 wk ahead inc case,2021-02-27,13,quantile,0.75,26796.38574,17066.0
220,2021-02-01,4 wk ahead inc case,2021-02-27,13,quantile,0.9,27122.168556,17066.0
222,2021-02-01,4 wk ahead inc case,2021-02-27,13,quantile,0.975,27576.35532075,17066.0
224,2021-02-01,1 wk ahead inc case,2021-02-06,47,quantile,0.025,8230.58857421875,12924.0
225,2021-02-01,1 wk ahead inc case,2021-02-06,47,point,NA,9551.771484375,12924.0
226,2021-02-01,1 wk ahead inc case,2021-02-06,47,quantile,0.1,8629.5615234375,12924.0
228,2021-02-01,1 wk ahead inc case,2021-02-06,47,quantile,0.25,8957.043701171875,12924.0
230,2021-02-01,1 wk ahead inc case,2021-02-06,47,quantile,0.5,9551.771484375,12924.0
232,2021-02-01,1 wk ahead inc case,2021-02-06,47,quantile,0.75,9963.666015625,12924.0
234,2021-02-01,1 wk ahead inc case,2021-02-06,47,quantile,0.9,10069.7291015625,12924.0
236,2021-02-01,1 wk ahead inc case,2021-02-06,47,quantile,0.975,10825.737084960938,12924.0
238,2021-02-01,2 wk ahead inc case,2021-02-13,47,quantile,0.025,8164.747082519531,7754.0
239,2021-02-01,2 wk ahead inc case,2021-02-13,47,point,NA,9261.67333984375,7754.0
240,2021-02-01,2 wk ahead inc case,2021-02-13,47,quantile,0.1,8434.6275390625,7754.0
242,2021-02-01,2 wk ahead inc case,2021-02-13,47,quantile,0.25,8608.94091796875,7754.0
244,2021-02-01,2 wk ahead inc case,2021-02-13,47,quantile,0.5,9261.67333984375,7754.0
246,2021-02-01,2 wk ahead inc case,2021-02-13,47,quantile,0.75,9591.95556640625,7754.0
248,2021-02-01,2 wk ahead inc case,2021-02-13,47,quantile,0.9,10019.3671875,7754.0
250,2021-02-01,2 wk ahead inc case,2021-02-13,47,quantile,0.975,10409.756079101562,7754.0
252,2021-02-01,3 wk ahead inc case,2021-02-20,47,quantile,0.025,7749.052416992187,9506.0
253,2021-02-01,3 wk ahead inc case,2021-02-20,47,point,NA,8866.74462890625,9506.0
254,2021-02-01,3 wk ahead inc case,2021-02-20,47,quantile,0.1,8158.99384765625,9506.0
256,2021-02-01,3 wk ahead inc case,2021-02-20,47,quantile,0.25,8461.407958984375,9506.0
258,2021-02-01,3 wk ahead inc case,2021-02-20,47,quantile,0.5,8866.74462890625,9506.0
260,2021-02-01,3 wk ahead inc case,2021-02-20,47,quantile,0.75,9249.060546875,9506.0
262,2021-02-01,3 wk ahead inc case,2021-02-20,47,quantile,0.9,9275.1138671875,9506.0
264,2021-02-01,3 wk ahead inc case,2021-02-20,47,quantile,0.975,9753.469995117186,9506.0
266,2021-02-01,4 wk ahead inc case,2021-02-27,47,quantile,0.025,7827.17197265625,7910.0
267,2021-02-01,4 wk ahead inc case,2021-02-27,47,point,NA,8821.77392578125,7910.0
