,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-12-27,1 wk ahead inc case,2022-01-01,51,quantile,0.025,5462.444934082031,80544.0
1,2021-12-27,1 wk ahead inc case,2022-01-01,51,point,NA,11478.4228515625,80544.0
2,2021-12-27,1 wk ahead inc case,2022-01-01,51,quantile,0.1,7493.75087890625,80544.0
4,2021-12-27,1 wk ahead inc case,2022-01-01,51,quantile,0.25,8474.64453125,80544.0
6,2021-12-27,1 wk ahead inc case,2022-01-01,51,quantile,0.5,11478.4228515625,80544.0
8,2021-12-27,1 wk ahead inc case,2022-01-01,51,quantile,0.75,15561.446533203125,80544.0
10,2021-12-27,1 wk ahead inc case,2022-01-01,51,quantile,0.9,16558.178515625,80544.0
12,2021-12-27,1 wk ahead inc case,2022-01-01,51,quantile,0.975,19000.81875,80544.0
14,2021-12-27,2 wk ahead inc case,2022-01-08,51,quantile,0.025,3733.6126647949222,85440.0
15,2021-12-27,2 wk ahead inc case,2022-01-08,51,point,NA,12378.19677734375,85440.0
16,2021-12-27,2 wk ahead inc case,2022-01-08,51,quantile,0.1,6594.397021484376,85440.0
18,2021-12-27,2 wk ahead inc case,2022-01-08,51,quantile,0.25,9366.537841796875,85440.0
20,2021-12-27,2 wk ahead inc case,2022-01-08,51,quantile,0.5,12378.19677734375,85440.0
22,2021-12-27,2 wk ahead inc case,2022-01-08,51,quantile,0.75,15550.8828125,85440.0
24,2021-12-27,2 wk ahead inc case,2022-01-08,51,quantile,0.9,18536.219921875,85440.0
26,2021-12-27,2 wk ahead inc case,2022-01-08,51,quantile,0.975,21418.0822265625,85440.0
28,2021-12-27,3 wk ahead inc case,2022-01-15,51,quantile,0.025,12124.660400390625,87043.0
29,2021-12-27,3 wk ahead inc case,2022-01-15,51,point,NA,27720.212890625,87043.0
30,2021-12-27,3 wk ahead inc case,2022-01-15,51,quantile,0.1,17507.4201171875,87043.0
32,2021-12-27,3 wk ahead inc case,2022-01-15,51,quantile,0.25,21700.60888671875,87043.0
34,2021-12-27,3 wk ahead inc case,2022-01-15,51,quantile,0.5,27720.212890625,87043.0
36,2021-12-27,3 wk ahead inc case,2022-01-15,51,quantile,0.75,33045.818359375,87043.0
38,2021-12-27,3 wk ahead inc case,2022-01-15,51,quantile,0.9,39197.014843749996,87043.0
40,2021-12-27,3 wk ahead inc case,2022-01-15,51,quantile,0.975,40288.064453125,87043.0
42,2021-12-27,4 wk ahead inc case,2022-01-22,51,quantile,0.025,21084.671923828126,71848.0
43,2021-12-27,4 wk ahead inc case,2022-01-22,51,point,NA,44618.7421875,71848.0
44,2021-12-27,4 wk ahead inc case,2022-01-22,51,quantile,0.1,24075.0388671875,71848.0
46,2021-12-27,4 wk ahead inc case,2022-01-22,51,quantile,0.25,35569.8681640625,71848.0
48,2021-12-27,4 wk ahead inc case,2022-01-22,51,quantile,0.5,44618.7421875,71848.0
50,2021-12-27,4 wk ahead inc case,2022-01-22,51,quantile,0.75,55689.8837890625,71848.0
52,2021-12-27,4 wk ahead inc case,2022-01-22,51,quantile,0.9,67072.103125,71848.0
54,2021-12-27,4 wk ahead inc case,2022-01-22,51,quantile,0.975,77174.98515625,71848.0
56,2021-12-27,1 wk ahead inc case,2022-01-01,45,quantile,0.025,3324.2536560058597,67638.0
57,2021-12-27,1 wk ahead inc case,2022-01-01,45,point,NA,4899.458984375,67638.0
58,2021-12-27,1 wk ahead inc case,2022-01-01,45,quantile,0.1,3538.772485351563,67638.0
60,2021-12-27,1 wk ahead inc case,2022-01-01,45,quantile,0.25,4479.558349609375,67638.0
62,2021-12-27,1 wk ahead inc case,2022-01-01,45,quantile,0.5,4899.458984375,67638.0
64,2021-12-27,1 wk ahead inc case,2022-01-01,45,quantile,0.75,6027.5130615234375,67638.0
66,2021-12-27,1 wk ahead inc case,2022-01-01,45,quantile,0.9,6980.529394531251,67638.0
68,2021-12-27,1 wk ahead inc case,2022-01-01,45,quantile,0.975,7943.2694580078105,67638.0
70,2021-12-27,2 wk ahead inc case,2022-01-08,45,quantile,0.025,2243.9629150390624,73432.0
71,2021-12-27,2 wk ahead inc case,2022-01-08,45,point,NA,4693.546630859375,73432.0
72,2021-12-27,2 wk ahead inc case,2022-01-08,45,quantile,0.1,3203.576611328125,73432.0
74,2021-12-27,2 wk ahead inc case,2022-01-08,45,quantile,0.25,4275.08642578125,73432.0
76,2021-12-27,2 wk ahead inc case,2022-01-08,45,quantile,0.5,4693.546630859375,73432.0
78,2021-12-27,2 wk ahead inc case,2022-01-08,45,quantile,0.75,5702.859375,73432.0
80,2021-12-27,2 wk ahead inc case,2022-01-08,45,quantile,0.9,6932.027880859376,73432.0
82,2021-12-27,2 wk ahead inc case,2022-01-08,45,quantile,0.975,7788.064599609374,73432.0
84,2021-12-27,3 wk ahead inc case,2022-01-15,45,quantile,0.025,2683.4318969726564,73677.0
85,2021-12-27,3 wk ahead inc case,2022-01-15,45,point,NA,6043.397705078125,73677.0
86,2021-12-27,3 wk ahead inc case,2022-01-15,45,quantile,0.1,3760.9680664062503,73677.0
88,2021-12-27,3 wk ahead inc case,2022-01-15,45,quantile,0.25,5194.5052490234375,73677.0
90,2021-12-27,3 wk ahead inc case,2022-01-15,45,quantile,0.5,6043.397705078125,73677.0
92,2021-12-27,3 wk ahead inc case,2022-01-15,45,quantile,0.75,7682.1466064453125,73677.0
94,2021-12-27,3 wk ahead inc case,2022-01-15,45,quantile,0.9,9109.365625,73677.0
96,2021-12-27,3 wk ahead inc case,2022-01-15,45,quantile,0.975,9393.1205078125,73677.0
98,2021-12-27,4 wk ahead inc case,2022-01-22,45,quantile,0.025,10133.985888671876,84135.0
99,2021-12-27,4 wk ahead inc case,2022-01-22,45,point,NA,23590.0341796875,84135.0
100,2021-12-27,4 wk ahead inc case,2022-01-22,45,quantile,0.1,14506.36767578125,84135.0
102,2021-12-27,4 wk ahead inc case,2022-01-22,45,quantile,0.25,19031.11474609375,84135.0
104,2021-12-27,4 wk ahead inc case,2022-01-22,45,quantile,0.5,23590.0341796875,84135.0
106,2021-12-27,4 wk ahead inc case,2022-01-22,45,quantile,0.75,25629.638671875,84135.0
108,2021-12-27,4 wk ahead inc case,2022-01-22,45,quantile,0.9,30551.41660156251,84135.0
110,2021-12-27,4 wk ahead inc case,2022-01-22,45,quantile,0.975,34569.916796875,84135.0
112,2021-12-27,1 wk ahead inc case,2022-01-01,37,quantile,0.025,6960.908520507813,113687.0
113,2021-12-27,1 wk ahead inc case,2022-01-01,37,point,NA,13601.95751953125,113687.0
114,2021-12-27,1 wk ahead inc case,2022-01-01,37,quantile,0.1,7242.574560546875,113687.0
116,2021-12-27,1 wk ahead inc case,2022-01-01,37,quantile,0.25,10279.05712890625,113687.0
118,2021-12-27,1 wk ahead inc case,2022-01-01,37,quantile,0.5,13601.95751953125,113687.0
120,2021-12-27,1 wk ahead inc case,2022-01-01,37,quantile,0.75,17519.8955078125,113687.0
122,2021-12-27,1 wk ahead inc case,2022-01-01,37,quantile,0.9,20434.8791015625,113687.0
124,2021-12-27,1 wk ahead inc case,2022-01-01,37,quantile,0.975,23286.599609374996,113687.0
126,2021-12-27,2 wk ahead inc case,2022-01-08,37,quantile,0.025,10063.498950195313,126133.0
127,2021-12-27,2 wk ahead inc case,2022-01-08,37,point,NA,14887.4111328125,126133.0
128,2021-12-27,2 wk ahead inc case,2022-01-08,37,quantile,0.1,10661.6484375,126133.0
130,2021-12-27,2 wk ahead inc case,2022-01-08,37,quantile,0.25,13750.578369140625,126133.0
132,2021-12-27,2 wk ahead inc case,2022-01-08,37,quantile,0.5,14887.4111328125,126133.0
134,2021-12-27,2 wk ahead inc case,2022-01-08,37,quantile,0.75,18391.13671875,126133.0
136,2021-12-27,2 wk ahead inc case,2022-01-08,37,quantile,0.9,21951.3095703125,126133.0
138,2021-12-27,2 wk ahead inc case,2022-01-08,37,quantile,0.975,24526.018603515622,126133.0
140,2021-12-27,3 wk ahead inc case,2022-01-15,37,quantile,0.025,3964.389752197266,127065.0
141,2021-12-27,3 wk ahead inc case,2022-01-15,37,point,NA,14291.21044921875,127065.0
142,2021-12-27,3 wk ahead inc case,2022-01-15,37,quantile,0.1,8563.0208984375,127065.0
144,2021-12-27,3 wk ahead inc case,2022-01-15,37,quantile,0.25,11087.426025390625,127065.0
146,2021-12-27,3 wk ahead inc case,2022-01-15,37,quantile,0.5,14291.21044921875,127065.0
148,2021-12-27,3 wk ahead inc case,2022-01-15,37,quantile,0.75,17229.91259765625,127065.0
150,2021-12-27,3 wk ahead inc case,2022-01-15,37,quantile,0.9,19852.5455078125,127065.0
152,2021-12-27,3 wk ahead inc case,2022-01-15,37,quantile,0.975,20348.89560546875,127065.0
154,2021-12-27,4 wk ahead inc case,2022-01-22,37,quantile,0.025,21553.986962890627,144280.0
155,2021-12-27,4 wk ahead inc case,2022-01-22,37,point,NA,43026.724609375,144280.0
156,2021-12-27,4 wk ahead inc case,2022-01-22,37,quantile,0.1,28172.630273437502,144280.0
158,2021-12-27,4 wk ahead inc case,2022-01-22,37,quantile,0.25,37156.0244140625,144280.0
160,2021-12-27,4 wk ahead inc case,2022-01-22,37,quantile,0.5,43026.724609375,144280.0
162,2021-12-27,4 wk ahead inc case,2022-01-22,37,quantile,0.75,56800.2353515625,144280.0
164,2021-12-27,4 wk ahead inc case,2022-01-22,37,quantile,0.9,63981.125390625,144280.0
166,2021-12-27,4 wk ahead inc case,2022-01-22,37,quantile,0.975,67829.36054687499,144280.0
168,2021-12-27,1 wk ahead inc case,2022-01-01,13,quantile,0.025,3117.945385742187,84102.0
169,2021-12-27,1 wk ahead inc case,2022-01-01,13,point,NA,6634.780029296875,84102.0
170,2021-12-27,1 wk ahead inc case,2022-01-01,13,quantile,0.1,3479.9109130859374,84102.0
172,2021-12-27,1 wk ahead inc case,2022-01-01,13,quantile,0.25,5227.6572265625,84102.0
174,2021-12-27,1 wk ahead inc case,2022-01-01,13,quantile,0.5,6634.780029296875,84102.0
176,2021-12-27,1 wk ahead inc case,2022-01-01,13,quantile,0.75,8474.12939453125,84102.0
178,2021-12-27,1 wk ahead inc case,2022-01-01,13,quantile,0.9,11124.5240234375,84102.0
180,2021-12-27,1 wk ahead inc case,2022-01-01,13,quantile,0.975,12446.592651367186,84102.0
182,2021-12-27,2 wk ahead inc case,2022-01-08,13,quantile,0.025,4302.574768066406,90172.0
183,2021-12-27,2 wk ahead inc case,2022-01-08,13,point,NA,8482.6328125,90172.0
184,2021-12-27,2 wk ahead inc case,2022-01-08,13,quantile,0.1,5959.463720703125,90172.0
186,2021-12-27,2 wk ahead inc case,2022-01-08,13,quantile,0.25,7851.350341796875,90172.0
188,2021-12-27,2 wk ahead inc case,2022-01-08,13,quantile,0.5,8482.6328125,90172.0
190,2021-12-27,2 wk ahead inc case,2022-01-08,13,quantile,0.75,10145.669921875,90172.0
192,2021-12-27,2 wk ahead inc case,2022-01-08,13,quantile,0.9,11925.166796875,90172.0
194,2021-12-27,2 wk ahead inc case,2022-01-08,13,quantile,0.975,12356.027783203126,90172.0
196,2021-12-27,3 wk ahead inc case,2022-01-15,13,quantile,0.025,13331.387622070313,95443.0
197,2021-12-27,3 wk ahead inc case,2022-01-15,13,point,NA,31500.884765625,95443.0
198,2021-12-27,3 wk ahead inc case,2022-01-15,13,quantile,0.1,19554.521875000002,95443.0
200,2021-12-27,3 wk ahead inc case,2022-01-15,13,quantile,0.25,25018.1689453125,95443.0
202,2021-12-27,3 wk ahead inc case,2022-01-15,13,quantile,0.5,31500.884765625,95443.0
204,2021-12-27,3 wk ahead inc case,2022-01-15,13,quantile,0.75,38443.830078125,95443.0
206,2021-12-27,3 wk ahead inc case,2022-01-15,13,quantile,0.9,44101.50703125,95443.0
208,2021-12-27,3 wk ahead inc case,2022-01-15,13,quantile,0.975,44722.148632812496,95443.0
210,2021-12-27,4 wk ahead inc case,2022-01-22,13,quantile,0.025,34452.3158203125,101610.0
211,2021-12-27,4 wk ahead inc case,2022-01-22,13,point,NA,59467.537109375,101610.0
212,2021-12-27,4 wk ahead inc case,2022-01-22,13,quantile,0.1,35886.835546875,101610.0
214,2021-12-27,4 wk ahead inc case,2022-01-22,13,quantile,0.25,48333.861328125,101610.0
216,2021-12-27,4 wk ahead inc case,2022-01-22,13,quantile,0.5,59467.537109375,101610.0
218,2021-12-27,4 wk ahead inc case,2022-01-22,13,quantile,0.75,71133.205078125,101610.0
