,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-10-18,1 wk ahead inc case,2021-10-23,51,quantile,0.025,5115.9443237304695,10030.0
1,2021-10-18,1 wk ahead inc case,2021-10-23,51,point,NA,11509.4306640625,10030.0
2,2021-10-18,1 wk ahead inc case,2021-10-23,51,quantile,0.1,7396.837646484376,10030.0
4,2021-10-18,1 wk ahead inc case,2021-10-23,51,quantile,0.25,9133.8515625,10030.0
6,2021-10-18,1 wk ahead inc case,2021-10-23,51,quantile,0.5,11509.4306640625,10030.0
8,2021-10-18,1 wk ahead inc case,2021-10-23,51,quantile,0.75,15073.014892578125,10030.0
10,2021-10-18,1 wk ahead inc case,2021-10-23,51,quantile,0.9,16657.7888671875,10030.0
12,2021-10-18,1 wk ahead inc case,2021-10-23,51,quantile,0.975,18164.77509765625,10030.0
14,2021-10-18,2 wk ahead inc case,2021-10-30,51,quantile,0.025,4342.804516601563,9070.0
15,2021-10-18,2 wk ahead inc case,2021-10-30,51,point,NA,12713.46728515625,9070.0
16,2021-10-18,2 wk ahead inc case,2021-10-30,51,quantile,0.1,5744.66435546875,9070.0
18,2021-10-18,2 wk ahead inc case,2021-10-30,51,quantile,0.25,9202.234130859375,9070.0
20,2021-10-18,2 wk ahead inc case,2021-10-30,51,quantile,0.5,12713.46728515625,9070.0
22,2021-10-18,2 wk ahead inc case,2021-10-30,51,quantile,0.75,14655.177734375,9070.0
24,2021-10-18,2 wk ahead inc case,2021-10-30,51,quantile,0.9,18780.3701171875,9070.0
26,2021-10-18,2 wk ahead inc case,2021-10-30,51,quantile,0.975,20261.933837890625,9070.0
28,2021-10-18,3 wk ahead inc case,2021-11-06,51,quantile,0.025,4493.3226318359375,9515.0
29,2021-10-18,3 wk ahead inc case,2021-11-06,51,point,NA,10345.982421875,9515.0
30,2021-10-18,3 wk ahead inc case,2021-11-06,51,quantile,0.1,5734.000048828125,9515.0
32,2021-10-18,3 wk ahead inc case,2021-11-06,51,quantile,0.25,7922.602783203125,9515.0
34,2021-10-18,3 wk ahead inc case,2021-11-06,51,quantile,0.5,10345.982421875,9515.0
36,2021-10-18,3 wk ahead inc case,2021-11-06,51,quantile,0.75,12362.52099609375,9515.0
38,2021-10-18,3 wk ahead inc case,2021-11-06,51,quantile,0.9,14763.4576171875,9515.0
40,2021-10-18,3 wk ahead inc case,2021-11-06,51,quantile,0.975,15811.088891601561,9515.0
42,2021-10-18,4 wk ahead inc case,2021-11-13,51,quantile,0.025,3509.650994873047,10659.0
43,2021-10-18,4 wk ahead inc case,2021-11-13,51,point,NA,8188.665283203125,10659.0
44,2021-10-18,4 wk ahead inc case,2021-11-13,51,quantile,0.1,3700.5903808593753,10659.0
46,2021-10-18,4 wk ahead inc case,2021-11-13,51,quantile,0.25,6180.5924072265625,10659.0
48,2021-10-18,4 wk ahead inc case,2021-11-13,51,quantile,0.5,8188.665283203125,10659.0
50,2021-10-18,4 wk ahead inc case,2021-11-13,51,quantile,0.75,9590.46923828125,10659.0
52,2021-10-18,4 wk ahead inc case,2021-11-13,51,quantile,0.9,11982.894921875,10659.0
54,2021-10-18,4 wk ahead inc case,2021-11-13,51,quantile,0.975,12907.568823242187,10659.0
56,2021-10-18,1 wk ahead inc case,2021-10-23,45,quantile,0.025,2948.5911682128904,6082.0
57,2021-10-18,1 wk ahead inc case,2021-10-23,45,point,NA,11617.98486328125,6082.0
58,2021-10-18,1 wk ahead inc case,2021-10-23,45,quantile,0.1,5220.225317382813,6082.0
60,2021-10-18,1 wk ahead inc case,2021-10-23,45,quantile,0.25,8708.650390625,6082.0
62,2021-10-18,1 wk ahead inc case,2021-10-23,45,quantile,0.5,11617.98486328125,6082.0
64,2021-10-18,1 wk ahead inc case,2021-10-23,45,quantile,0.75,14244.61669921875,6082.0
66,2021-10-18,1 wk ahead inc case,2021-10-23,45,quantile,0.9,17391.731640625,6082.0
68,2021-10-18,1 wk ahead inc case,2021-10-23,45,quantile,0.975,19687.738574218747,6082.0
70,2021-10-18,2 wk ahead inc case,2021-10-30,45,quantile,0.025,4039.1194458007812,5182.0
71,2021-10-18,2 wk ahead inc case,2021-10-30,45,point,NA,8583.875,5182.0
72,2021-10-18,2 wk ahead inc case,2021-10-30,45,quantile,0.1,6191.25126953125,5182.0
74,2021-10-18,2 wk ahead inc case,2021-10-30,45,quantile,0.25,7221.730712890625,5182.0
76,2021-10-18,2 wk ahead inc case,2021-10-30,45,quantile,0.5,8583.875,5182.0
78,2021-10-18,2 wk ahead inc case,2021-10-30,45,quantile,0.75,10504.884033203125,5182.0
80,2021-10-18,2 wk ahead inc case,2021-10-30,45,quantile,0.9,11907.753613281251,5182.0
82,2021-10-18,2 wk ahead inc case,2021-10-30,45,quantile,0.975,13749.449853515625,5182.0
84,2021-10-18,3 wk ahead inc case,2021-11-06,45,quantile,0.025,1669.4467041015625,4625.0
85,2021-10-18,3 wk ahead inc case,2021-11-06,45,point,NA,6279.4375,4625.0
86,2021-10-18,3 wk ahead inc case,2021-11-06,45,quantile,0.1,3686.731640625,4625.0
88,2021-10-18,3 wk ahead inc case,2021-11-06,45,quantile,0.25,5256.57958984375,4625.0
90,2021-10-18,3 wk ahead inc case,2021-11-06,45,quantile,0.5,6279.4375,4625.0
92,2021-10-18,3 wk ahead inc case,2021-11-06,45,quantile,0.75,7740.3720703125,4625.0
94,2021-10-18,3 wk ahead inc case,2021-11-06,45,quantile,0.9,9187.919726562499,4625.0
96,2021-10-18,3 wk ahead inc case,2021-11-06,45,quantile,0.975,10006.432080078124,4625.0
98,2021-10-18,4 wk ahead inc case,2021-11-13,45,quantile,0.025,1437.1543182373048,4682.0
99,2021-10-18,4 wk ahead inc case,2021-11-13,45,point,NA,4512.01318359375,4682.0
100,2021-10-18,4 wk ahead inc case,2021-11-13,45,quantile,0.1,2282.4166259765625,4682.0
102,2021-10-18,4 wk ahead inc case,2021-11-13,45,quantile,0.25,3546.0294189453125,4682.0
104,2021-10-18,4 wk ahead inc case,2021-11-13,45,quantile,0.5,4512.01318359375,4682.0
106,2021-10-18,4 wk ahead inc case,2021-11-13,45,quantile,0.75,5424.62451171875,4682.0
108,2021-10-18,4 wk ahead inc case,2021-11-13,45,quantile,0.9,6611.885888671876,4682.0
110,2021-10-18,4 wk ahead inc case,2021-11-13,45,quantile,0.975,7220.681005859375,4682.0
112,2021-10-18,1 wk ahead inc case,2021-10-23,37,quantile,0.025,9286.381469726562,14196.0
113,2021-10-18,1 wk ahead inc case,2021-10-23,37,point,NA,18950.9443359375,14196.0
114,2021-10-18,1 wk ahead inc case,2021-10-23,37,quantile,0.1,11420.70224609375,14196.0
116,2021-10-18,1 wk ahead inc case,2021-10-23,37,quantile,0.25,14086.45947265625,14196.0
118,2021-10-18,1 wk ahead inc case,2021-10-23,37,quantile,0.5,18950.9443359375,14196.0
120,2021-10-18,1 wk ahead inc case,2021-10-23,37,quantile,0.75,24104.4404296875,14196.0
122,2021-10-18,1 wk ahead inc case,2021-10-23,37,quantile,0.9,27937.425000000003,14196.0
124,2021-10-18,1 wk ahead inc case,2021-10-23,37,quantile,0.975,30770.179541015623,14196.0
126,2021-10-18,2 wk ahead inc case,2021-10-30,37,quantile,0.025,8385.009106445312,12152.0
127,2021-10-18,2 wk ahead inc case,2021-10-30,37,point,NA,16591.7060546875,12152.0
128,2021-10-18,2 wk ahead inc case,2021-10-30,37,quantile,0.1,10743.722753906251,12152.0
130,2021-10-18,2 wk ahead inc case,2021-10-30,37,quantile,0.25,13757.963623046875,12152.0
132,2021-10-18,2 wk ahead inc case,2021-10-30,37,quantile,0.5,16591.7060546875,12152.0
134,2021-10-18,2 wk ahead inc case,2021-10-30,37,quantile,0.75,21584.8564453125,12152.0
136,2021-10-18,2 wk ahead inc case,2021-10-30,37,quantile,0.9,23636.955273437503,12152.0
138,2021-10-18,2 wk ahead inc case,2021-10-30,37,quantile,0.975,27855.509716796874,12152.0
140,2021-10-18,3 wk ahead inc case,2021-11-06,37,quantile,0.025,3499.8404846191406,12161.0
141,2021-10-18,3 wk ahead inc case,2021-11-06,37,point,NA,15246.7548828125,12161.0
142,2021-10-18,3 wk ahead inc case,2021-11-06,37,quantile,0.1,7969.010351562501,12161.0
144,2021-10-18,3 wk ahead inc case,2021-11-06,37,quantile,0.25,12776.957275390625,12161.0
146,2021-10-18,3 wk ahead inc case,2021-11-06,37,quantile,0.5,15246.7548828125,12161.0
148,2021-10-18,3 wk ahead inc case,2021-11-06,37,quantile,0.75,18107.16845703125,12161.0
150,2021-10-18,3 wk ahead inc case,2021-11-06,37,quantile,0.9,20790.786914062504,12161.0
152,2021-10-18,3 wk ahead inc case,2021-11-06,37,quantile,0.975,23130.829296874996,12161.0
154,2021-10-18,4 wk ahead inc case,2021-11-13,37,quantile,0.025,4762.5009643554695,13117.0
155,2021-10-18,4 wk ahead inc case,2021-11-13,37,point,NA,11587.46435546875,13117.0
156,2021-10-18,4 wk ahead inc case,2021-11-13,37,quantile,0.1,6343.77119140625,13117.0
158,2021-10-18,4 wk ahead inc case,2021-11-13,37,quantile,0.25,9254.961181640625,13117.0
160,2021-10-18,4 wk ahead inc case,2021-11-13,37,quantile,0.5,11587.46435546875,13117.0
162,2021-10-18,4 wk ahead inc case,2021-11-13,37,quantile,0.75,13768.6396484375,13117.0
164,2021-10-18,4 wk ahead inc case,2021-11-13,37,quantile,0.9,14963.59873046875,13117.0
166,2021-10-18,4 wk ahead inc case,2021-11-13,37,quantile,0.975,17893.319287109374,13117.0
168,2021-10-18,1 wk ahead inc case,2021-10-23,13,quantile,0.025,7310.4746215820305,8676.0
169,2021-10-18,1 wk ahead inc case,2021-10-23,13,point,NA,13968.5927734375,8676.0
170,2021-10-18,1 wk ahead inc case,2021-10-23,13,quantile,0.1,9104.9431640625,8676.0
172,2021-10-18,1 wk ahead inc case,2021-10-23,13,quantile,0.25,10816.52001953125,8676.0
174,2021-10-18,1 wk ahead inc case,2021-10-23,13,quantile,0.5,13968.5927734375,8676.0
176,2021-10-18,1 wk ahead inc case,2021-10-23,13,quantile,0.75,17467.7919921875,8676.0
178,2021-10-18,1 wk ahead inc case,2021-10-23,13,quantile,0.9,20307.397460937504,8676.0
180,2021-10-18,1 wk ahead inc case,2021-10-23,13,quantile,0.975,25278.003662109375,8676.0
182,2021-10-18,2 wk ahead inc case,2021-10-30,13,quantile,0.025,3096.4887268066404,7837.0
183,2021-10-18,2 wk ahead inc case,2021-10-30,13,point,NA,12078.30810546875,7837.0
184,2021-10-18,2 wk ahead inc case,2021-10-30,13,quantile,0.1,7334.146923828126,7837.0
186,2021-10-18,2 wk ahead inc case,2021-10-30,13,quantile,0.25,9479.73974609375,7837.0
188,2021-10-18,2 wk ahead inc case,2021-10-30,13,quantile,0.5,12078.30810546875,7837.0
190,2021-10-18,2 wk ahead inc case,2021-10-30,13,quantile,0.75,15311.8056640625,7837.0
192,2021-10-18,2 wk ahead inc case,2021-10-30,13,quantile,0.9,16979.8830078125,7837.0
194,2021-10-18,2 wk ahead inc case,2021-10-30,13,quantile,0.975,17849.02734375,7837.0
196,2021-10-18,3 wk ahead inc case,2021-11-06,13,quantile,0.025,4264.441516113281,7058.0
197,2021-10-18,3 wk ahead inc case,2021-11-06,13,point,NA,9046.3486328125,7058.0
198,2021-10-18,3 wk ahead inc case,2021-11-06,13,quantile,0.1,5613.708447265625,7058.0
200,2021-10-18,3 wk ahead inc case,2021-11-06,13,quantile,0.25,6897.2686767578125,7058.0
202,2021-10-18,3 wk ahead inc case,2021-11-06,13,quantile,0.5,9046.3486328125,7058.0
204,2021-10-18,3 wk ahead inc case,2021-11-06,13,quantile,0.75,10832.23974609375,7058.0
206,2021-10-18,3 wk ahead inc case,2021-11-06,13,quantile,0.9,11343.369335937503,7058.0
208,2021-10-18,3 wk ahead inc case,2021-11-06,13,quantile,0.975,13711.550708007811,7058.0
210,2021-10-18,4 wk ahead inc case,2021-11-13,13,quantile,0.025,2348.29453125,7866.0
211,2021-10-18,4 wk ahead inc case,2021-11-13,13,point,NA,5913.837890625,7866.0
212,2021-10-18,4 wk ahead inc case,2021-11-13,13,quantile,0.1,3771.7975830078126,7866.0
214,2021-10-18,4 wk ahead inc case,2021-11-13,13,quantile,0.25,4421.5450439453125,7866.0
216,2021-10-18,4 wk ahead inc case,2021-11-13,13,quantile,0.5,5913.837890625,7866.0
218,2021-10-18,4 wk ahead inc case,2021-11-13,13,quantile,0.75,8089.4046630859375,7866.0
220,2021-10-18,4 wk ahead inc case,2021-11-13,13,quantile,0.9,9072.27900390625,7866.0
222,2021-10-18,4 wk ahead inc case,2021-11-13,13,quantile,0.975,10854.809619140622,7866.0
224,2021-10-18,1 wk ahead inc case,2021-10-23,47,quantile,0.025,8840.147021484376,6881.0
225,2021-10-18,1 wk ahead inc case,2021-10-23,47,point,NA,14681.41015625,6881.0
226,2021-10-18,1 wk ahead inc case,2021-10-23,47,quantile,0.1,9332.3765625,6881.0
228,2021-10-18,1 wk ahead inc case,2021-10-23,47,quantile,0.25,11194.44970703125,6881.0
230,2021-10-18,1 wk ahead inc case,2021-10-23,47,quantile,0.5,14681.41015625,6881.0
232,2021-10-18,1 wk ahead inc case,2021-10-23,47,quantile,0.75,18917.142578125,6881.0
234,2021-10-18,1 wk ahead inc case,2021-10-23,47,quantile,0.9,20393.938671875,6881.0
236,2021-10-18,1 wk ahead inc case,2021-10-23,47,quantile,0.975,23683.751025390626,6881.0
238,2021-10-18,2 wk ahead inc case,2021-10-30,47,quantile,0.025,4649.480126953125,6626.0
239,2021-10-18,2 wk ahead inc case,2021-10-30,47,point,NA,9500.1845703125,6626.0
240,2021-10-18,2 wk ahead inc case,2021-10-30,47,quantile,0.1,6180.520214843751,6626.0
242,2021-10-18,2 wk ahead inc case,2021-10-30,47,quantile,0.25,8241.938720703125,6626.0
244,2021-10-18,2 wk ahead inc case,2021-10-30,47,quantile,0.5,9500.1845703125,6626.0
246,2021-10-18,2 wk ahead inc case,2021-10-30,47,quantile,0.75,11954.844482421875,6626.0
248,2021-10-18,2 wk ahead inc case,2021-10-30,47,quantile,0.9,14602.735937500001,6626.0
250,2021-10-18,2 wk ahead inc case,2021-10-30,47,quantile,0.975,17774.973437499997,6626.0
252,2021-10-18,3 wk ahead inc case,2021-11-06,47,quantile,0.025,2606.196325683594,7915.0
253,2021-10-18,3 wk ahead inc case,2021-11-06,47,point,NA,8380.25341796875,7915.0
254,2021-10-18,3 wk ahead inc case,2021-11-06,47,quantile,0.1,3836.472900390625,7915.0
256,2021-10-18,3 wk ahead inc case,2021-11-06,47,quantile,0.25,5964.3914794921875,7915.0
258,2021-10-18,3 wk ahead inc case,2021-11-06,47,quantile,0.5,8380.25341796875,7915.0
260,2021-10-18,3 wk ahead inc case,2021-11-06,47,quantile,0.75,9858.629638671875,7915.0
262,2021-10-18,3 wk ahead inc case,2021-11-06,47,quantile,0.9,10491.25400390625,7915.0
264,2021-10-18,3 wk ahead inc case,2021-11-06,47,quantile,0.975,11261.216430664062,7915.0
266,2021-10-18,4 wk ahead inc case,2021-11-13,47,quantile,0.025,2152.5844543457033,9202.0
267,2021-10-18,4 wk ahead inc case,2021-11-13,47,point,NA,5655.390869140625,9202.0
268,2021-10-18,4 wk ahead inc case,2021-11-13,47,quantile,0.1,2756.263940429688,9202.0
270,2021-10-18,4 wk ahead inc case,2021-11-13,47,quantile,0.25,4102.059509277344,9202.0
272,2021-10-18,4 wk ahead inc case,2021-11-13,47,quantile,0.5,5655.390869140625,9202.0
274,2021-10-18,4 wk ahead inc case,2021-11-13,47,quantile,0.75,7282.888671875,9202.0
276,2021-10-18,4 wk ahead inc case,2021-11-13,47,quantile,0.9,8999.6484375,9202.0
278,2021-10-18,4 wk ahead inc case,2021-11-13,47,quantile,0.975,9222.660424804688,9202.0
