,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-11-22,1 wk ahead inc case,2021-11-27,51,quantile,0.025,0.5932093232870101,12870.0
1,2021-11-22,1 wk ahead inc case,2021-11-27,51,point,NA,5467.4970703125,12870.0
2,2021-11-22,1 wk ahead inc case,2021-11-27,51,quantile,0.1,2486.8574584960943,12870.0
4,2021-11-22,1 wk ahead inc case,2021-11-27,51,quantile,0.25,3697.8735961914062,12870.0
6,2021-11-22,1 wk ahead inc case,2021-11-27,51,quantile,0.5,5467.4970703125,12870.0
8,2021-11-22,1 wk ahead inc case,2021-11-27,51,quantile,0.75,7001.57666015625,12870.0
10,2021-11-22,1 wk ahead inc case,2021-11-27,51,quantile,0.9,8421.158203125,12870.0
12,2021-11-22,1 wk ahead inc case,2021-11-27,51,quantile,0.975,9916.691088867186,12870.0
14,2021-11-22,2 wk ahead inc case,2021-12-04,51,quantile,0.025,1189.8774383544921,17480.0
15,2021-11-22,2 wk ahead inc case,2021-12-04,51,point,NA,5440.51025390625,17480.0
16,2021-11-22,2 wk ahead inc case,2021-12-04,51,quantile,0.1,2574.754907226563,17480.0
18,2021-11-22,2 wk ahead inc case,2021-12-04,51,quantile,0.25,3479.78759765625,17480.0
20,2021-11-22,2 wk ahead inc case,2021-12-04,51,quantile,0.5,5440.51025390625,17480.0
22,2021-11-22,2 wk ahead inc case,2021-12-04,51,quantile,0.75,7194.42236328125,17480.0
24,2021-11-22,2 wk ahead inc case,2021-12-04,51,quantile,0.9,8834.662792968751,17480.0
26,2021-11-22,2 wk ahead inc case,2021-12-04,51,quantile,0.975,10487.633715820313,17480.0
28,2021-11-22,3 wk ahead inc case,2021-12-11,51,quantile,0.025,1607.7148376464845,19345.0
29,2021-11-22,3 wk ahead inc case,2021-12-11,51,point,NA,6195.1748046875,19345.0
30,2021-11-22,3 wk ahead inc case,2021-12-11,51,quantile,0.1,3110.2556884765627,19345.0
32,2021-11-22,3 wk ahead inc case,2021-12-11,51,quantile,0.25,4398.085205078125,19345.0
34,2021-11-22,3 wk ahead inc case,2021-12-11,51,quantile,0.5,6195.1748046875,19345.0
36,2021-11-22,3 wk ahead inc case,2021-12-11,51,quantile,0.75,8189.2100830078125,19345.0
