,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-01-25,1 wk ahead inc case,2021-01-30,51,quantile,0.025,7505.861437988281,23975.0
1,2021-01-25,1 wk ahead inc case,2021-01-30,51,point,NA,29477.74609375,23975.0
2,2021-01-25,1 wk ahead inc case,2021-01-30,51,quantile,0.1,12155.893750000001,23975.0
4,2021-01-25,1 wk ahead inc case,2021-01-30,51,quantile,0.25,22775.75732421875,23975.0
6,2021-01-25,1 wk ahead inc case,2021-01-30,51,quantile,0.5,29477.74609375,23975.0
8,2021-01-25,1 wk ahead inc case,2021-01-30,51,quantile,0.75,43122.998046875,23975.0
10,2021-01-25,1 wk ahead inc case,2021-01-30,51,quantile,0.9,50754.140234374994,23975.0
12,2021-01-25,1 wk ahead inc case,2021-01-30,51,quantile,0.975,56687.43349609374,23975.0
14,2021-01-25,2 wk ahead inc case,2021-02-06,51,quantile,0.025,15028.712182617188,21357.0
15,2021-01-25,2 wk ahead inc case,2021-02-06,51,point,NA,31749.6513671875,21357.0
16,2021-01-25,2 wk ahead inc case,2021-02-06,51,quantile,0.1,22638.3185546875,21357.0
18,2021-01-25,2 wk ahead inc case,2021-02-06,51,quantile,0.25,27422.4765625,21357.0
20,2021-01-25,2 wk ahead inc case,2021-02-06,51,quantile,0.5,31749.6513671875,21357.0
22,2021-01-25,2 wk ahead inc case,2021-02-06,51,quantile,0.75,42934.2744140625,21357.0
24,2021-01-25,2 wk ahead inc case,2021-02-06,51,quantile,0.9,51778.04765625,21357.0
26,2021-01-25,2 wk ahead inc case,2021-02-06,51,quantile,0.975,59434.38935546875,21357.0
28,2021-01-25,3 wk ahead inc case,2021-02-13,51,quantile,0.025,10280.593310546876,14836.0
29,2021-01-25,3 wk ahead inc case,2021-02-13,51,point,NA,35223.748046875,14836.0
30,2021-01-25,3 wk ahead inc case,2021-02-13,51,quantile,0.1,18115.39140625,14836.0
32,2021-01-25,3 wk ahead inc case,2021-02-13,51,quantile,0.25,24908.65380859375,14836.0
34,2021-01-25,3 wk ahead inc case,2021-02-13,51,quantile,0.5,35223.748046875,14836.0
36,2021-01-25,3 wk ahead inc case,2021-02-13,51,quantile,0.75,43265.9453125,14836.0
38,2021-01-25,3 wk ahead inc case,2021-02-13,51,quantile,0.9,56915.496484375,14836.0
40,2021-01-25,3 wk ahead inc case,2021-02-13,51,quantile,0.975,65397.831347656254,14836.0
42,2021-01-25,4 wk ahead inc case,2021-02-20,51,quantile,0.025,0.5403422564268112,12706.0
43,2021-01-25,4 wk ahead inc case,2021-02-20,51,point,NA,28596.8662109375,12706.0
44,2021-01-25,4 wk ahead inc case,2021-02-20,51,quantile,0.1,14546.17626953125,12706.0
46,2021-01-25,4 wk ahead inc case,2021-02-20,51,quantile,0.25,21333.58203125,12706.0
