,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-08-16,1 wk ahead inc case,2021-08-21,51,quantile,0.025,1354.2674224853517,20575.0
1,2021-08-16,1 wk ahead inc case,2021-08-21,51,point,NA,4754.2783203125,20575.0
2,2021-08-16,1 wk ahead inc case,2021-08-21,51,quantile,0.1,3335.637158203125,20575.0
4,2021-08-16,1 wk ahead inc case,2021-08-21,51,quantile,0.25,4164.148681640625,20575.0
6,2021-08-16,1 wk ahead inc case,2021-08-21,51,quantile,0.5,4754.2783203125,20575.0
8,2021-08-16,1 wk ahead inc case,2021-08-21,51,quantile,0.75,5733.01708984375,20575.0
10,2021-08-16,1 wk ahead inc case,2021-08-21,51,quantile,0.9,6687.157080078125,20575.0
12,2021-08-16,1 wk ahead inc case,2021-08-21,51,quantile,0.975,7224.212963867187,20575.0
14,2021-08-16,2 wk ahead inc case,2021-08-28,51,quantile,0.025,4664.902075195312,23537.0
15,2021-08-16,2 wk ahead inc case,2021-08-28,51,point,NA,8280.75244140625,23537.0
16,2021-08-16,2 wk ahead inc case,2021-08-28,51,quantile,0.1,5491.115478515625,23537.0
18,2021-08-16,2 wk ahead inc case,2021-08-28,51,quantile,0.25,6941.439208984375,23537.0
20,2021-08-16,2 wk ahead inc case,2021-08-28,51,quantile,0.5,8280.75244140625,23537.0
22,2021-08-16,2 wk ahead inc case,2021-08-28,51,quantile,0.75,10467.8701171875,23537.0
24,2021-08-16,2 wk ahead inc case,2021-08-28,51,quantile,0.9,12228.468164062502,23537.0
26,2021-08-16,2 wk ahead inc case,2021-08-28,51,quantile,0.975,14382.06279296875,23537.0
28,2021-08-16,3 wk ahead inc case,2021-09-04,51,quantile,0.025,4558.399145507812,23665.0
29,2021-08-16,3 wk ahead inc case,2021-09-04,51,point,NA,11035.79638671875,23665.0
30,2021-08-16,3 wk ahead inc case,2021-09-04,51,quantile,0.1,5917.68955078125,23665.0
32,2021-08-16,3 wk ahead inc case,2021-09-04,51,quantile,0.25,8496.03955078125,23665.0
34,2021-08-16,3 wk ahead inc case,2021-09-04,51,quantile,0.5,11035.79638671875,23665.0
36,2021-08-16,3 wk ahead inc case,2021-09-04,51,quantile,0.75,13435.087646484375,23665.0
38,2021-08-16,3 wk ahead inc case,2021-09-04,51,quantile,0.9,14721.4111328125,23665.0
40,2021-08-16,3 wk ahead inc case,2021-09-04,51,quantile,0.975,15856.076123046874,23665.0
42,2021-08-16,4 wk ahead inc case,2021-09-11,51,quantile,0.025,3964.9526672363286,25377.0
43,2021-08-16,4 wk ahead inc case,2021-09-11,51,point,NA,14204.15283203125,25377.0
44,2021-08-16,4 wk ahead inc case,2021-09-11,51,quantile,0.1,9394.6521484375,25377.0
46,2021-08-16,4 wk ahead inc case,2021-09-11,51,quantile,0.25,11700.656494140625,25377.0
48,2021-08-16,4 wk ahead inc case,2021-09-11,51,quantile,0.5,14204.15283203125,25377.0
50,2021-08-16,4 wk ahead inc case,2021-09-11,51,quantile,0.75,15937.642333984375,25377.0
52,2021-08-16,4 wk ahead inc case,2021-09-11,51,quantile,0.9,19137.7337890625,25377.0
54,2021-08-16,4 wk ahead inc case,2021-09-11,51,quantile,0.975,23003.593749999996,25377.0
56,2021-08-16,1 wk ahead inc case,2021-08-21,45,quantile,0.025,3668.08916015625,32606.0
57,2021-08-16,1 wk ahead inc case,2021-08-21,45,point,NA,8557.6728515625,32606.0
58,2021-08-16,1 wk ahead inc case,2021-08-21,45,quantile,0.1,4673.377587890625,32606.0
60,2021-08-16,1 wk ahead inc case,2021-08-21,45,quantile,0.25,6068.0303955078125,32606.0
62,2021-08-16,1 wk ahead inc case,2021-08-21,45,quantile,0.5,8557.6728515625,32606.0
64,2021-08-16,1 wk ahead inc case,2021-08-21,45,quantile,0.75,10162.85009765625,32606.0
66,2021-08-16,1 wk ahead inc case,2021-08-21,45,quantile,0.9,11162.39189453125,32606.0
68,2021-08-16,1 wk ahead inc case,2021-08-21,45,quantile,0.975,12667.948022460936,32606.0
70,2021-08-16,2 wk ahead inc case,2021-08-28,45,quantile,0.025,3714.363909912109,38113.0
71,2021-08-16,2 wk ahead inc case,2021-08-28,45,point,NA,13952.25146484375,38113.0
72,2021-08-16,2 wk ahead inc case,2021-08-28,45,quantile,0.1,9338.61748046875,38113.0
74,2021-08-16,2 wk ahead inc case,2021-08-28,45,quantile,0.25,11221.825927734375,38113.0
76,2021-08-16,2 wk ahead inc case,2021-08-28,45,quantile,0.5,13952.25146484375,38113.0
78,2021-08-16,2 wk ahead inc case,2021-08-28,45,quantile,0.75,16252.6552734375,38113.0
80,2021-08-16,2 wk ahead inc case,2021-08-28,45,quantile,0.9,19436.9943359375,38113.0
82,2021-08-16,2 wk ahead inc case,2021-08-28,45,quantile,0.975,21813.083544921876,38113.0
84,2021-08-16,3 wk ahead inc case,2021-09-04,45,quantile,0.025,9259.691967773437,31674.0
85,2021-08-16,3 wk ahead inc case,2021-09-04,45,point,NA,19329.1904296875,31674.0
86,2021-08-16,3 wk ahead inc case,2021-09-04,45,quantile,0.1,12063.52041015625,31674.0
88,2021-08-16,3 wk ahead inc case,2021-09-04,45,quantile,0.25,16016.86865234375,31674.0
90,2021-08-16,3 wk ahead inc case,2021-09-04,45,quantile,0.5,19329.1904296875,31674.0
92,2021-08-16,3 wk ahead inc case,2021-09-04,45,quantile,0.75,22622.83544921875,31674.0
94,2021-08-16,3 wk ahead inc case,2021-09-04,45,quantile,0.9,26260.69140625,31674.0
96,2021-08-16,3 wk ahead inc case,2021-09-04,45,quantile,0.975,28094.766552734374,31674.0
98,2021-08-16,4 wk ahead inc case,2021-09-11,45,quantile,0.025,4931.439965820313,35153.0
99,2021-08-16,4 wk ahead inc case,2021-09-11,45,point,NA,21527.6064453125,35153.0
100,2021-08-16,4 wk ahead inc case,2021-09-11,45,quantile,0.1,13974.682617187502,35153.0
102,2021-08-16,4 wk ahead inc case,2021-09-11,45,quantile,0.25,18502.0625,35153.0
104,2021-08-16,4 wk ahead inc case,2021-09-11,45,quantile,0.5,21527.6064453125,35153.0
106,2021-08-16,4 wk ahead inc case,2021-09-11,45,quantile,0.75,25331.087890625,35153.0
108,2021-08-16,4 wk ahead inc case,2021-09-11,45,quantile,0.9,30343.962695312497,35153.0
110,2021-08-16,4 wk ahead inc case,2021-09-11,45,quantile,0.975,33145.185791015625,35153.0
112,2021-08-16,1 wk ahead inc case,2021-08-21,37,quantile,0.025,5410.298291015624,44311.0
113,2021-08-16,1 wk ahead inc case,2021-08-21,37,point,NA,12434.96923828125,44311.0
114,2021-08-16,1 wk ahead inc case,2021-08-21,37,quantile,0.1,7358.224951171876,44311.0
116,2021-08-16,1 wk ahead inc case,2021-08-21,37,quantile,0.25,9949.9443359375,44311.0
118,2021-08-16,1 wk ahead inc case,2021-08-21,37,quantile,0.5,12434.96923828125,44311.0
120,2021-08-16,1 wk ahead inc case,2021-08-21,37,quantile,0.75,14404.26904296875,44311.0
122,2021-08-16,1 wk ahead inc case,2021-08-21,37,quantile,0.9,17300.4154296875,44311.0
124,2021-08-16,1 wk ahead inc case,2021-08-21,37,quantile,0.975,18489.427197265624,44311.0
126,2021-08-16,2 wk ahead inc case,2021-08-28,37,quantile,0.025,8730.711767578125,48158.0
127,2021-08-16,2 wk ahead inc case,2021-08-28,37,point,NA,19729.8505859375,48158.0
128,2021-08-16,2 wk ahead inc case,2021-08-28,37,quantile,0.1,12861.10224609375,48158.0
130,2021-08-16,2 wk ahead inc case,2021-08-28,37,quantile,0.25,16151.154541015625,48158.0
132,2021-08-16,2 wk ahead inc case,2021-08-28,37,quantile,0.5,19729.8505859375,48158.0
134,2021-08-16,2 wk ahead inc case,2021-08-28,37,quantile,0.75,24613.5205078125,48158.0
136,2021-08-16,2 wk ahead inc case,2021-08-28,37,quantile,0.9,28522.7611328125,48158.0
138,2021-08-16,2 wk ahead inc case,2021-08-28,37,quantile,0.975,29800.293017578122,48158.0
140,2021-08-16,3 wk ahead inc case,2021-09-04,37,quantile,0.025,13713.254736328125,41389.0
141,2021-08-16,3 wk ahead inc case,2021-09-04,37,point,NA,27930.953125,41389.0
142,2021-08-16,3 wk ahead inc case,2021-09-04,37,quantile,0.1,17834.40078125,41389.0
144,2021-08-16,3 wk ahead inc case,2021-09-04,37,quantile,0.25,19913.88671875,41389.0
146,2021-08-16,3 wk ahead inc case,2021-09-04,37,quantile,0.5,27930.953125,41389.0
148,2021-08-16,3 wk ahead inc case,2021-09-04,37,quantile,0.75,35753.4716796875,41389.0
150,2021-08-16,3 wk ahead inc case,2021-09-04,37,quantile,0.9,40497.862890625,41389.0
152,2021-08-16,3 wk ahead inc case,2021-09-04,37,quantile,0.975,45772.3134765625,41389.0
154,2021-08-16,4 wk ahead inc case,2021-09-11,37,quantile,0.025,13976.976953125,51507.0
155,2021-08-16,4 wk ahead inc case,2021-09-11,37,point,NA,30412.5087890625,51507.0
156,2021-08-16,4 wk ahead inc case,2021-09-11,37,quantile,0.1,18131.9583984375,51507.0
158,2021-08-16,4 wk ahead inc case,2021-09-11,37,quantile,0.25,23894.31298828125,51507.0
160,2021-08-16,4 wk ahead inc case,2021-09-11,37,quantile,0.5,30412.5087890625,51507.0
162,2021-08-16,4 wk ahead inc case,2021-09-11,37,quantile,0.75,38453.98828125,51507.0
164,2021-08-16,4 wk ahead inc case,2021-09-11,37,quantile,0.9,45120.69609375,51507.0
166,2021-08-16,4 wk ahead inc case,2021-09-11,37,quantile,0.975,51806.536718749994,51507.0
168,2021-08-16,1 wk ahead inc case,2021-08-21,13,quantile,0.025,6878.97548828125,60859.0
169,2021-08-16,1 wk ahead inc case,2021-08-21,13,point,NA,18943.5107421875,60859.0
170,2021-08-16,1 wk ahead inc case,2021-08-21,13,quantile,0.1,11054.79384765625,60859.0
172,2021-08-16,1 wk ahead inc case,2021-08-21,13,quantile,0.25,15054.03271484375,60859.0
174,2021-08-16,1 wk ahead inc case,2021-08-21,13,quantile,0.5,18943.5107421875,60859.0
176,2021-08-16,1 wk ahead inc case,2021-08-21,13,quantile,0.75,21610.11279296875,60859.0
178,2021-08-16,1 wk ahead inc case,2021-08-21,13,quantile,0.9,23275.516015625,60859.0
180,2021-08-16,1 wk ahead inc case,2021-08-21,13,quantile,0.975,25229.48408203125,60859.0
182,2021-08-16,2 wk ahead inc case,2021-08-28,13,quantile,0.025,12180.0619140625,61495.0
183,2021-08-16,2 wk ahead inc case,2021-08-28,13,point,NA,25488.53515625,61495.0
184,2021-08-16,2 wk ahead inc case,2021-08-28,13,quantile,0.1,16631.74853515625,61495.0
186,2021-08-16,2 wk ahead inc case,2021-08-28,13,quantile,0.25,21971.42626953125,61495.0
188,2021-08-16,2 wk ahead inc case,2021-08-28,13,quantile,0.5,25488.53515625,61495.0
190,2021-08-16,2 wk ahead inc case,2021-08-28,13,quantile,0.75,29902.0986328125,61495.0
192,2021-08-16,2 wk ahead inc case,2021-08-28,13,quantile,0.9,34963.390234375,61495.0
194,2021-08-16,2 wk ahead inc case,2021-08-28,13,quantile,0.975,39815.276171875,61495.0
196,2021-08-16,3 wk ahead inc case,2021-09-04,13,quantile,0.025,17109.827392578125,49238.0
197,2021-08-16,3 wk ahead inc case,2021-09-04,13,point,NA,30176.3828125,49238.0
198,2021-08-16,3 wk ahead inc case,2021-09-04,13,quantile,0.1,21809.900390625,49238.0
200,2021-08-16,3 wk ahead inc case,2021-09-04,13,quantile,0.25,24369.578125,49238.0
202,2021-08-16,3 wk ahead inc case,2021-09-04,13,quantile,0.5,30176.3828125,49238.0
204,2021-08-16,3 wk ahead inc case,2021-09-04,13,quantile,0.75,38112.4619140625,49238.0
206,2021-08-16,3 wk ahead inc case,2021-09-04,13,quantile,0.9,41792.628515625,49238.0
208,2021-08-16,3 wk ahead inc case,2021-09-04,13,quantile,0.975,48312.5357421875,49238.0
210,2021-08-16,4 wk ahead inc case,2021-09-11,13,quantile,0.025,19489.81435546875,39653.0
211,2021-08-16,4 wk ahead inc case,2021-09-11,13,point,NA,43764.251953125,39653.0
212,2021-08-16,4 wk ahead inc case,2021-09-11,13,quantile,0.1,26786.858203124997,39653.0
214,2021-08-16,4 wk ahead inc case,2021-09-11,13,quantile,0.25,32024.98681640625,39653.0
216,2021-08-16,4 wk ahead inc case,2021-09-11,13,quantile,0.5,43764.251953125,39653.0
218,2021-08-16,4 wk ahead inc case,2021-09-11,13,quantile,0.75,54571.697265625,39653.0
220,2021-08-16,4 wk ahead inc case,2021-09-11,13,quantile,0.9,58855.873046875,39653.0
222,2021-08-16,4 wk ahead inc case,2021-09-11,13,quantile,0.975,71126.85449218749,39653.0
224,2021-08-16,1 wk ahead inc case,2021-08-21,47,quantile,0.025,5313.554333496093,39828.0
225,2021-08-16,1 wk ahead inc case,2021-08-21,47,point,NA,13171.06298828125,39828.0
226,2021-08-16,1 wk ahead inc case,2021-08-21,47,quantile,0.1,7660.01708984375,39828.0
228,2021-08-16,1 wk ahead inc case,2021-08-21,47,quantile,0.25,11016.44677734375,39828.0
230,2021-08-16,1 wk ahead inc case,2021-08-21,47,quantile,0.5,13171.06298828125,39828.0
232,2021-08-16,1 wk ahead inc case,2021-08-21,47,quantile,0.75,15741.1416015625,39828.0
234,2021-08-16,1 wk ahead inc case,2021-08-21,47,quantile,0.9,18654.3935546875,39828.0
236,2021-08-16,1 wk ahead inc case,2021-08-21,47,quantile,0.975,20108.36123046875,39828.0
238,2021-08-16,2 wk ahead inc case,2021-08-28,47,quantile,0.025,5050.250012207031,46731.0
239,2021-08-16,2 wk ahead inc case,2021-08-28,47,point,NA,19101.6875,46731.0
240,2021-08-16,2 wk ahead inc case,2021-08-28,47,quantile,0.1,6177.205908203126,46731.0
242,2021-08-16,2 wk ahead inc case,2021-08-28,47,quantile,0.25,13132.04345703125,46731.0
244,2021-08-16,2 wk ahead inc case,2021-08-28,47,quantile,0.5,19101.6875,46731.0
246,2021-08-16,2 wk ahead inc case,2021-08-28,47,quantile,0.75,20451.900390625,46731.0
248,2021-08-16,2 wk ahead inc case,2021-08-28,47,quantile,0.9,23750.309375000004,46731.0
250,2021-08-16,2 wk ahead inc case,2021-08-28,47,quantile,0.975,27453.163720703127,46731.0
252,2021-08-16,3 wk ahead inc case,2021-09-04,47,quantile,0.025,10976.273681640625,62192.0
253,2021-08-16,3 wk ahead inc case,2021-09-04,47,point,NA,24558.498046875,62192.0
254,2021-08-16,3 wk ahead inc case,2021-09-04,47,quantile,0.1,14780.93125,62192.0
256,2021-08-16,3 wk ahead inc case,2021-09-04,47,quantile,0.25,20460.0224609375,62192.0
258,2021-08-16,3 wk ahead inc case,2021-09-04,47,quantile,0.5,24558.498046875,62192.0
260,2021-08-16,3 wk ahead inc case,2021-09-04,47,quantile,0.75,28487.0390625,62192.0
262,2021-08-16,3 wk ahead inc case,2021-09-04,47,quantile,0.9,32742.609570312507,62192.0
264,2021-08-16,3 wk ahead inc case,2021-09-04,47,quantile,0.975,38620.75556640625,62192.0
266,2021-08-16,4 wk ahead inc case,2021-09-11,47,quantile,0.025,10411.876318359375,36430.0
267,2021-08-16,4 wk ahead inc case,2021-09-11,47,point,NA,31613.642578125,36430.0
268,2021-08-16,4 wk ahead inc case,2021-09-11,47,quantile,0.1,15158.4111328125,36430.0
270,2021-08-16,4 wk ahead inc case,2021-09-11,47,quantile,0.25,24627.771484375,36430.0
272,2021-08-16,4 wk ahead inc case,2021-09-11,47,quantile,0.5,31613.642578125,36430.0
274,2021-08-16,4 wk ahead inc case,2021-09-11,47,quantile,0.75,41001.1103515625,36430.0
276,2021-08-16,4 wk ahead inc case,2021-09-11,47,quantile,0.9,46243.526171875004,36430.0
278,2021-08-16,4 wk ahead inc case,2021-09-11,47,quantile,0.975,52470.25136718749,36430.0
