,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2020-11-09,1 wk ahead inc case,2020-11-14,51,quantile,0.025,14741.038208007812,14906.0
1,2020-11-09,1 wk ahead inc case,2020-11-14,51,point,NA,23498.0,14906.0
2,2020-11-09,1 wk ahead inc case,2020-11-14,51,quantile,0.1,17942.587890625,14906.0
4,2020-11-09,1 wk ahead inc case,2020-11-14,51,quantile,0.25,20386.2890625,14906.0
6,2020-11-09,1 wk ahead inc case,2020-11-14,51,quantile,0.5,23498.0,14906.0
8,2020-11-09,1 wk ahead inc case,2020-11-14,51,quantile,0.75,26198.859375,14906.0
10,2020-11-09,1 wk ahead inc case,2020-11-14,51,quantile,0.9,26199.578125,14906.0
12,2020-11-09,1 wk ahead inc case,2020-11-14,51,quantile,0.975,26267.98046875,14906.0
14,2020-11-09,2 wk ahead inc case,2020-11-21,51,quantile,0.025,12726.156787109376,17945.0
15,2020-11-09,2 wk ahead inc case,2020-11-21,51,point,NA,29080.8115234375,17945.0
16,2020-11-09,2 wk ahead inc case,2020-11-21,51,quantile,0.1,17324.379296875,17945.0
18,2020-11-09,2 wk ahead inc case,2020-11-21,51,quantile,0.25,22823.01318359375,17945.0
20,2020-11-09,2 wk ahead inc case,2020-11-21,51,quantile,0.5,29080.8115234375,17945.0
22,2020-11-09,2 wk ahead inc case,2020-11-21,51,quantile,0.75,32937.2724609375,17945.0
24,2020-11-09,2 wk ahead inc case,2020-11-21,51,quantile,0.9,35245.55859375,17945.0
26,2020-11-09,2 wk ahead inc case,2020-11-21,51,quantile,0.975,35283.6484375,17945.0
28,2020-11-09,3 wk ahead inc case,2020-11-28,51,quantile,0.025,14001.914721679688,17570.0
29,2020-11-09,3 wk ahead inc case,2020-11-28,51,point,NA,37485.736328125,17570.0
30,2020-11-09,3 wk ahead inc case,2020-11-28,51,quantile,0.1,19862.8572265625,17570.0
32,2020-11-09,3 wk ahead inc case,2020-11-28,51,quantile,0.25,29339.5634765625,17570.0
34,2020-11-09,3 wk ahead inc case,2020-11-28,51,quantile,0.5,37485.736328125,17570.0
36,2020-11-09,3 wk ahead inc case,2020-11-28,51,quantile,0.75,41126.7255859375,17570.0
38,2020-11-09,3 wk ahead inc case,2020-11-28,51,quantile,0.9,43352.5015625,17570.0
40,2020-11-09,3 wk ahead inc case,2020-11-28,51,quantile,0.975,45631.498730468746,17570.0
42,2020-11-09,4 wk ahead inc case,2020-12-05,51,quantile,0.025,23849.95810546875,27610.0
43,2020-11-09,4 wk ahead inc case,2020-12-05,51,point,NA,43645.794921875,27610.0
44,2020-11-09,4 wk ahead inc case,2020-12-05,51,quantile,0.1,28639.2265625,27610.0
46,2020-11-09,4 wk ahead inc case,2020-12-05,51,quantile,0.25,35390.52734375,27610.0
48,2020-11-09,4 wk ahead inc case,2020-12-05,51,quantile,0.5,43645.794921875,27610.0
50,2020-11-09,4 wk ahead inc case,2020-12-05,51,quantile,0.75,51574.6748046875,27610.0
52,2020-11-09,4 wk ahead inc case,2020-12-05,51,quantile,0.9,53636.053515625004,27610.0
54,2020-11-09,4 wk ahead inc case,2020-12-05,51,quantile,0.975,55387.9830078125,27610.0
56,2020-11-09,1 wk ahead inc case,2020-11-14,45,quantile,0.025,9050.745068359374,11013.0
57,2020-11-09,1 wk ahead inc case,2020-11-14,45,point,NA,11943.18505859375,11013.0
58,2020-11-09,1 wk ahead inc case,2020-11-14,45,quantile,0.1,9771.173828125,11013.0
60,2020-11-09,1 wk ahead inc case,2020-11-14,45,quantile,0.25,11028.62890625,11013.0
62,2020-11-09,1 wk ahead inc case,2020-11-14,45,quantile,0.5,11943.18505859375,11013.0
64,2020-11-09,1 wk ahead inc case,2020-11-14,45,quantile,0.75,12708.279052734375,11013.0
66,2020-11-09,1 wk ahead inc case,2020-11-14,45,quantile,0.9,13300.4521484375,11013.0
68,2020-11-09,1 wk ahead inc case,2020-11-14,45,quantile,0.975,13368.4423828125,11013.0
70,2020-11-09,2 wk ahead inc case,2020-11-21,45,quantile,0.025,9368.14306640625,9894.0
71,2020-11-09,2 wk ahead inc case,2020-11-21,45,point,NA,12630.79296875,9894.0
72,2020-11-09,2 wk ahead inc case,2020-11-21,45,quantile,0.1,10188.85615234375,9894.0
74,2020-11-09,2 wk ahead inc case,2020-11-21,45,quantile,0.25,11545.62939453125,9894.0
76,2020-11-09,2 wk ahead inc case,2020-11-21,45,quantile,0.5,12630.79296875,9894.0
78,2020-11-09,2 wk ahead inc case,2020-11-21,45,quantile,0.75,13684.099365234375,9894.0
80,2020-11-09,2 wk ahead inc case,2020-11-21,45,quantile,0.9,14173.66982421875,9894.0
82,2020-11-09,2 wk ahead inc case,2020-11-21,45,quantile,0.975,14441.756225585938,9894.0
84,2020-11-09,3 wk ahead inc case,2020-11-28,45,quantile,0.025,9325.686401367188,14324.0
85,2020-11-09,3 wk ahead inc case,2020-11-28,45,point,NA,12561.6298828125,14324.0
86,2020-11-09,3 wk ahead inc case,2020-11-28,45,quantile,0.1,9708.6248046875,14324.0
88,2020-11-09,3 wk ahead inc case,2020-11-28,45,quantile,0.25,10993.013916015625,14324.0
90,2020-11-09,3 wk ahead inc case,2020-11-28,45,quantile,0.5,12561.6298828125,14324.0
