,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-06-28,1 wk ahead inc case,2021-07-03,51,quantile,0.025,1454.1503936767579,1896.0
1,2021-06-28,1 wk ahead inc case,2021-07-03,51,point,NA,2186.858154296875,1896.0
2,2021-06-28,1 wk ahead inc case,2021-07-03,51,quantile,0.1,1480.7846557617188,1896.0
4,2021-06-28,1 wk ahead inc case,2021-07-03,51,quantile,0.25,2140.8956909179688,1896.0
6,2021-06-28,1 wk ahead inc case,2021-07-03,51,quantile,0.5,2186.858154296875,1896.0
8,2021-06-28,1 wk ahead inc case,2021-07-03,51,quantile,0.75,2211.7369384765625,1896.0
10,2021-06-28,1 wk ahead inc case,2021-07-03,51,quantile,0.9,2216.2119140625,1896.0
12,2021-06-28,1 wk ahead inc case,2021-07-03,51,quantile,0.975,2229.9440673828126,1896.0
14,2021-06-28,2 wk ahead inc case,2021-07-10,51,quantile,0.025,1457.1072784423827,2263.0
15,2021-06-28,2 wk ahead inc case,2021-07-10,51,point,NA,2173.384521484375,2263.0
16,2021-06-28,2 wk ahead inc case,2021-07-10,51,quantile,0.1,1481.7806762695313,2263.0
18,2021-06-28,2 wk ahead inc case,2021-07-10,51,quantile,0.25,2151.93212890625,2263.0
20,2021-06-28,2 wk ahead inc case,2021-07-10,51,quantile,0.5,2173.384521484375,2263.0
22,2021-06-28,2 wk ahead inc case,2021-07-10,51,quantile,0.75,2183.5858764648438,2263.0
24,2021-06-28,2 wk ahead inc case,2021-07-10,51,quantile,0.9,2201.4953369140626,2263.0
26,2021-06-28,2 wk ahead inc case,2021-07-10,51,quantile,0.975,2220.358709716797,2263.0
28,2021-06-28,3 wk ahead inc case,2021-07-17,51,quantile,0.025,1429.8944763183595,3880.0
29,2021-06-28,3 wk ahead inc case,2021-07-17,51,point,NA,2166.370361328125,3880.0
30,2021-06-28,3 wk ahead inc case,2021-07-17,51,quantile,0.1,1441.5948974609375,3880.0
32,2021-06-28,3 wk ahead inc case,2021-07-17,51,quantile,0.25,2119.7969970703125,3880.0
34,2021-06-28,3 wk ahead inc case,2021-07-17,51,quantile,0.5,2166.370361328125,3880.0
36,2021-06-28,3 wk ahead inc case,2021-07-17,51,quantile,0.75,2168.0997314453125,3880.0
38,2021-06-28,3 wk ahead inc case,2021-07-17,51,quantile,0.9,2195.53095703125,3880.0
40,2021-06-28,3 wk ahead inc case,2021-07-17,51,quantile,0.975,2199.1179931640627,3880.0
42,2021-06-28,4 wk ahead inc case,2021-07-24,51,quantile,0.025,1408.213784790039,6202.0
43,2021-06-28,4 wk ahead inc case,2021-07-24,51,point,NA,2147.2489013671875,6202.0
44,2021-06-28,4 wk ahead inc case,2021-07-24,51,quantile,0.1,1447.4135620117188,6202.0
46,2021-06-28,4 wk ahead inc case,2021-07-24,51,quantile,0.25,1634.6578369140625,6202.0
48,2021-06-28,4 wk ahead inc case,2021-07-24,51,quantile,0.5,2147.2489013671875,6202.0
50,2021-06-28,4 wk ahead inc case,2021-07-24,51,quantile,0.75,2164.6234741210938,6202.0
52,2021-06-28,4 wk ahead inc case,2021-07-24,51,quantile,0.9,2197.91142578125,6202.0
54,2021-06-28,4 wk ahead inc case,2021-07-24,51,quantile,0.975,2202.5695922851564,6202.0
56,2021-06-28,1 wk ahead inc case,2021-07-03,45,quantile,0.025,4222.251733398438,1686.0
57,2021-06-28,1 wk ahead inc case,2021-07-03,45,point,NA,5886.412841796875,1686.0
58,2021-06-28,1 wk ahead inc case,2021-07-03,45,quantile,0.1,4903.289208984375,1686.0
60,2021-06-28,1 wk ahead inc case,2021-07-03,45,quantile,0.25,5137.0108642578125,1686.0
62,2021-06-28,1 wk ahead inc case,2021-07-03,45,quantile,0.5,5886.412841796875,1686.0
64,2021-06-28,1 wk ahead inc case,2021-07-03,45,quantile,0.75,6387.2720947265625,1686.0
66,2021-06-28,1 wk ahead inc case,2021-07-03,45,quantile,0.9,6639.69921875,1686.0
68,2021-06-28,1 wk ahead inc case,2021-07-03,45,quantile,0.975,6704.458984375,1686.0
70,2021-06-28,2 wk ahead inc case,2021-07-10,45,quantile,0.025,5386.154833984375,2895.0
71,2021-06-28,2 wk ahead inc case,2021-07-10,45,point,NA,8081.96142578125,2895.0
72,2021-06-28,2 wk ahead inc case,2021-07-10,45,quantile,0.1,6518.50966796875,2895.0
74,2021-06-28,2 wk ahead inc case,2021-07-10,45,quantile,0.25,7270.7569580078125,2895.0
76,2021-06-28,2 wk ahead inc case,2021-07-10,45,quantile,0.5,8081.96142578125,2895.0
78,2021-06-28,2 wk ahead inc case,2021-07-10,45,quantile,0.75,8686.66015625,2895.0
80,2021-06-28,2 wk ahead inc case,2021-07-10,45,quantile,0.9,8975.51787109375,2895.0
82,2021-06-28,2 wk ahead inc case,2021-07-10,45,quantile,0.975,9098.249731445312,2895.0
84,2021-06-28,3 wk ahead inc case,2021-07-17,45,quantile,0.025,5227.874133300781,5034.0
85,2021-06-28,3 wk ahead inc case,2021-07-17,45,point,NA,9731.9091796875,5034.0
86,2021-06-28,3 wk ahead inc case,2021-07-17,45,quantile,0.1,6810.77705078125,5034.0
88,2021-06-28,3 wk ahead inc case,2021-07-17,45,quantile,0.25,8089.5205078125,5034.0
90,2021-06-28,3 wk ahead inc case,2021-07-17,45,quantile,0.5,9731.9091796875,5034.0
92,2021-06-28,3 wk ahead inc case,2021-07-17,45,quantile,0.75,11989.4794921875,5034.0
94,2021-06-28,3 wk ahead inc case,2021-07-17,45,quantile,0.9,12471.1849609375,5034.0
96,2021-06-28,3 wk ahead inc case,2021-07-17,45,quantile,0.975,12617.185791015625,5034.0
98,2021-06-28,4 wk ahead inc case,2021-07-24,45,quantile,0.025,6975.356970214843,10315.0
99,2021-06-28,4 wk ahead inc case,2021-07-24,45,point,NA,12120.8642578125,10315.0
100,2021-06-28,4 wk ahead inc case,2021-07-24,45,quantile,0.1,9033.05234375,10315.0
102,2021-06-28,4 wk ahead inc case,2021-07-24,45,quantile,0.25,11493.56396484375,10315.0
104,2021-06-28,4 wk ahead inc case,2021-07-24,45,quantile,0.5,12120.8642578125,10315.0
