,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-06-07,1 wk ahead inc case,2021-06-12,51,quantile,0.025,1563.1470672607422,1163.0
1,2021-06-07,1 wk ahead inc case,2021-06-12,51,point,NA,2090.2203369140625,1163.0
2,2021-06-07,1 wk ahead inc case,2021-06-12,51,quantile,0.1,1748.97294921875,1163.0
4,2021-06-07,1 wk ahead inc case,2021-06-12,51,quantile,0.25,1926.3695678710938,1163.0
6,2021-06-07,1 wk ahead inc case,2021-06-12,51,quantile,0.5,2090.2203369140625,1163.0
8,2021-06-07,1 wk ahead inc case,2021-06-12,51,quantile,0.75,2228.042724609375,1163.0
10,2021-06-07,1 wk ahead inc case,2021-06-12,51,quantile,0.9,2348.564599609375,1163.0
12,2021-06-07,1 wk ahead inc case,2021-06-12,51,quantile,0.975,2494.825439453125,1163.0
14,2021-06-07,2 wk ahead inc case,2021-06-19,51,quantile,0.025,1504.6649658203125,1665.0
15,2021-06-07,2 wk ahead inc case,2021-06-19,51,point,NA,2055.19091796875,1665.0
16,2021-06-07,2 wk ahead inc case,2021-06-19,51,quantile,0.1,1765.507421875,1665.0
18,2021-06-07,2 wk ahead inc case,2021-06-19,51,quantile,0.25,1866.5790100097656,1665.0
20,2021-06-07,2 wk ahead inc case,2021-06-19,51,quantile,0.5,2055.19091796875,1665.0
22,2021-06-07,2 wk ahead inc case,2021-06-19,51,quantile,0.75,2167.9710693359375,1665.0
24,2021-06-07,2 wk ahead inc case,2021-06-19,51,quantile,0.9,2182.4492431640624,1665.0
26,2021-06-07,2 wk ahead inc case,2021-06-19,51,quantile,0.975,2380.799884033203,1665.0
28,2021-06-07,3 wk ahead inc case,2021-06-26,51,quantile,0.025,1607.9439178466796,1530.0
29,2021-06-07,3 wk ahead inc case,2021-06-26,51,point,NA,2014.7552490234375,1530.0
30,2021-06-07,3 wk ahead inc case,2021-06-26,51,quantile,0.1,1680.9295288085937,1530.0
32,2021-06-07,3 wk ahead inc case,2021-06-26,51,quantile,0.25,1798.1527099609375,1530.0
34,2021-06-07,3 wk ahead inc case,2021-06-26,51,quantile,0.5,2014.7552490234375,1530.0
36,2021-06-07,3 wk ahead inc case,2021-06-26,51,quantile,0.75,2118.82763671875,1530.0
38,2021-06-07,3 wk ahead inc case,2021-06-26,51,quantile,0.9,2143.881005859375,1530.0
40,2021-06-07,3 wk ahead inc case,2021-06-26,51,quantile,0.975,2299.442852783203,1530.0
42,2021-06-07,4 wk ahead inc case,2021-07-03,51,quantile,0.025,1349.3659729003907,1896.0
43,2021-06-07,4 wk ahead inc case,2021-07-03,51,point,NA,1966.9112548828125,1896.0
44,2021-06-07,4 wk ahead inc case,2021-07-03,51,quantile,0.1,1463.8697265625,1896.0
46,2021-06-07,4 wk ahead inc case,2021-07-03,51,quantile,0.25,1748.1149291992188,1896.0
48,2021-06-07,4 wk ahead inc case,2021-07-03,51,quantile,0.5,1966.9112548828125,1896.0
50,2021-06-07,4 wk ahead inc case,2021-07-03,51,quantile,0.75,2064.8428344726562,1896.0
52,2021-06-07,4 wk ahead inc case,2021-07-03,51,quantile,0.9,2101.406884765625,1896.0
54,2021-06-07,4 wk ahead inc case,2021-07-03,51,quantile,0.975,2276.3559997558596,1896.0
56,2021-06-07,1 wk ahead inc case,2021-06-12,45,quantile,0.025,1490.3010223388671,820.0
57,2021-06-07,1 wk ahead inc case,2021-06-12,45,point,NA,2125.459228515625,820.0
58,2021-06-07,1 wk ahead inc case,2021-06-12,45,quantile,0.1,1696.1228881835937,820.0
60,2021-06-07,1 wk ahead inc case,2021-06-12,45,quantile,0.25,2048.8622131347656,820.0
