,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-04-12,1 wk ahead inc case,2021-04-17,51,quantile,0.025,5481.948400878906,8649.0
1,2021-04-12,1 wk ahead inc case,2021-04-17,51,point,NA,6958.30029296875,8649.0
2,2021-04-12,1 wk ahead inc case,2021-04-17,51,quantile,0.1,5966.95771484375,8649.0
4,2021-04-12,1 wk ahead inc case,2021-04-17,51,quantile,0.25,6289.55615234375,8649.0
6,2021-04-12,1 wk ahead inc case,2021-04-17,51,quantile,0.5,6958.30029296875,8649.0
8,2021-04-12,1 wk ahead inc case,2021-04-17,51,quantile,0.75,7347.5047607421875,8649.0
10,2021-04-12,1 wk ahead inc case,2021-04-17,51,quantile,0.9,7765.824755859375,8649.0
12,2021-04-12,1 wk ahead inc case,2021-04-17,51,quantile,0.975,7933.728515625,8649.0
14,2021-04-12,2 wk ahead inc case,2021-04-24,51,quantile,0.025,5098.116174316407,7277.0
15,2021-04-12,2 wk ahead inc case,2021-04-24,51,point,NA,6781.412353515625,7277.0
16,2021-04-12,2 wk ahead inc case,2021-04-24,51,quantile,0.1,5798.85986328125,7277.0
18,2021-04-12,2 wk ahead inc case,2021-04-24,51,quantile,0.25,6281.8236083984375,7277.0
20,2021-04-12,2 wk ahead inc case,2021-04-24,51,quantile,0.5,6781.412353515625,7277.0
22,2021-04-12,2 wk ahead inc case,2021-04-24,51,quantile,0.75,7233.63330078125,7277.0
24,2021-04-12,2 wk ahead inc case,2021-04-24,51,quantile,0.9,7393.16533203125,7277.0
26,2021-04-12,2 wk ahead inc case,2021-04-24,51,quantile,0.975,7687.972033691406,7277.0
28,2021-04-12,3 wk ahead inc case,2021-05-01,51,quantile,0.025,5153.800988769532,5672.0
29,2021-04-12,3 wk ahead inc case,2021-05-01,51,point,NA,6743.129638671875,5672.0
30,2021-04-12,3 wk ahead inc case,2021-05-01,51,quantile,0.1,5933.606640625,5672.0
32,2021-04-12,3 wk ahead inc case,2021-05-01,51,quantile,0.25,6269.869384765625,5672.0
34,2021-04-12,3 wk ahead inc case,2021-05-01,51,quantile,0.5,6743.129638671875,5672.0
36,2021-04-12,3 wk ahead inc case,2021-05-01,51,quantile,0.75,7136.8402099609375,5672.0
38,2021-04-12,3 wk ahead inc case,2021-05-01,51,quantile,0.9,7395.16015625,5672.0
40,2021-04-12,3 wk ahead inc case,2021-05-01,51,quantile,0.975,7645.60009765625,5672.0
42,2021-04-12,4 wk ahead inc case,2021-05-08,51,quantile,0.025,5346.442102050782,3915.0
43,2021-04-12,4 wk ahead inc case,2021-05-08,51,point,NA,6644.12744140625,3915.0
44,2021-04-12,4 wk ahead inc case,2021-05-08,51,quantile,0.1,5673.616552734375,3915.0
46,2021-04-12,4 wk ahead inc case,2021-05-08,51,quantile,0.25,6119.41015625,3915.0
48,2021-04-12,4 wk ahead inc case,2021-05-08,51,quantile,0.5,6644.12744140625,3915.0
50,2021-04-12,4 wk ahead inc case,2021-05-08,51,quantile,0.75,6885.83251953125,3915.0
52,2021-04-12,4 wk ahead inc case,2021-05-08,51,quantile,0.9,7244.89892578125,3915.0
54,2021-04-12,4 wk ahead inc case,2021-05-08,51,quantile,0.975,7478.767065429687,3915.0
56,2021-04-12,1 wk ahead inc case,2021-04-17,45,quantile,0.025,4969.939477539063,5968.0
57,2021-04-12,1 wk ahead inc case,2021-04-17,45,point,NA,5857.4677734375,5968.0
58,2021-04-12,1 wk ahead inc case,2021-04-17,45,quantile,0.1,5012.63134765625,5968.0
60,2021-04-12,1 wk ahead inc case,2021-04-17,45,quantile,0.25,5137.4559326171875,5968.0
62,2021-04-12,1 wk ahead inc case,2021-04-17,45,quantile,0.5,5857.4677734375,5968.0
64,2021-04-12,1 wk ahead inc case,2021-04-17,45,quantile,0.75,6008.54931640625,5968.0
66,2021-04-12,1 wk ahead inc case,2021-04-17,45,quantile,0.9,6015.47607421875,5968.0
68,2021-04-12,1 wk ahead inc case,2021-04-17,45,quantile,0.975,6019.5146484375,5968.0
70,2021-04-12,2 wk ahead inc case,2021-04-24,45,quantile,0.025,4992.382495117187,5333.0
71,2021-04-12,2 wk ahead inc case,2021-04-24,45,point,NA,5808.1376953125,5333.0
72,2021-04-12,2 wk ahead inc case,2021-04-24,45,quantile,0.1,5124.030712890625,5333.0
74,2021-04-12,2 wk ahead inc case,2021-04-24,45,quantile,0.25,5677.533935546875,5333.0
76,2021-04-12,2 wk ahead inc case,2021-04-24,45,quantile,0.5,5808.1376953125,5333.0
78,2021-04-12,2 wk ahead inc case,2021-04-24,45,quantile,0.75,5953.68212890625,5333.0
80,2021-04-12,2 wk ahead inc case,2021-04-24,45,quantile,0.9,5956.7529296875,5333.0
82,2021-04-12,2 wk ahead inc case,2021-04-24,45,quantile,0.975,5959.688757324218,5333.0
84,2021-04-12,3 wk ahead inc case,2021-05-01,45,quantile,0.025,4994.841735839844,4446.0
85,2021-04-12,3 wk ahead inc case,2021-05-01,45,point,NA,5901.21826171875,4446.0
86,2021-04-12,3 wk ahead inc case,2021-05-01,45,quantile,0.1,5129.789599609375,4446.0
88,2021-04-12,3 wk ahead inc case,2021-05-01,45,quantile,0.25,5767.1458740234375,4446.0
90,2021-04-12,3 wk ahead inc case,2021-05-01,45,quantile,0.5,5901.21826171875,4446.0
92,2021-04-12,3 wk ahead inc case,2021-05-01,45,quantile,0.75,5918.42626953125,4446.0
94,2021-04-12,3 wk ahead inc case,2021-05-01,45,quantile,0.9,5920.7939453125,4446.0
96,2021-04-12,3 wk ahead inc case,2021-05-01,45,quantile,0.975,5920.955578613281,4446.0
98,2021-04-12,4 wk ahead inc case,2021-05-08,45,quantile,0.025,4993.496350097656,4167.0
99,2021-04-12,4 wk ahead inc case,2021-05-08,45,point,NA,5869.59814453125,4167.0
100,2021-04-12,4 wk ahead inc case,2021-05-08,45,quantile,0.1,5128.752197265625,4167.0
102,2021-04-12,4 wk ahead inc case,2021-05-08,45,quantile,0.25,5747.710693359375,4167.0
104,2021-04-12,4 wk ahead inc case,2021-05-08,45,quantile,0.5,5869.59814453125,4167.0
106,2021-04-12,4 wk ahead inc case,2021-05-08,45,quantile,0.75,5893.3385009765625,4167.0
108,2021-04-12,4 wk ahead inc case,2021-05-08,45,quantile,0.9,5899.38916015625,4167.0
110,2021-04-12,4 wk ahead inc case,2021-05-08,45,quantile,0.975,5901.4869140625,4167.0
112,2021-04-12,1 wk ahead inc case,2021-04-17,37,quantile,0.025,9186.4765625,13243.0
113,2021-04-12,1 wk ahead inc case,2021-04-17,37,point,NA,11581.7470703125,13243.0
114,2021-04-12,1 wk ahead inc case,2021-04-17,37,quantile,0.1,10037.98544921875,13243.0
116,2021-04-12,1 wk ahead inc case,2021-04-17,37,quantile,0.25,10939.5107421875,13243.0
118,2021-04-12,1 wk ahead inc case,2021-04-17,37,quantile,0.5,11581.7470703125,13243.0
120,2021-04-12,1 wk ahead inc case,2021-04-17,37,quantile,0.75,11794.5556640625,13243.0
122,2021-04-12,1 wk ahead inc case,2021-04-17,37,quantile,0.9,11794.5556640625,13243.0
124,2021-04-12,1 wk ahead inc case,2021-04-17,37,quantile,0.975,11794.5556640625,13243.0
126,2021-04-12,2 wk ahead inc case,2021-04-24,37,quantile,0.025,9985.456982421874,12825.0
127,2021-04-12,2 wk ahead inc case,2021-04-24,37,point,NA,11256.642578125,12825.0
128,2021-04-12,2 wk ahead inc case,2021-04-24,37,quantile,0.1,10008.2451171875,12825.0
130,2021-04-12,2 wk ahead inc case,2021-04-24,37,quantile,0.25,10745.0029296875,12825.0
132,2021-04-12,2 wk ahead inc case,2021-04-24,37,quantile,0.5,11256.642578125,12825.0
134,2021-04-12,2 wk ahead inc case,2021-04-24,37,quantile,0.75,11670.2470703125,12825.0
