,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-06-14,1 wk ahead inc case,2021-06-19,51,quantile,0.025,292.86569747924807,1665.0
1,2021-06-14,1 wk ahead inc case,2021-06-19,51,point,NA,1625.3368530273438,1665.0
2,2021-06-14,1 wk ahead inc case,2021-06-19,51,quantile,0.1,808.7422180175782,1665.0
4,2021-06-14,1 wk ahead inc case,2021-06-19,51,quantile,0.25,1062.3831787109375,1665.0
6,2021-06-14,1 wk ahead inc case,2021-06-19,51,quantile,0.5,1625.3368530273438,1665.0
8,2021-06-14,1 wk ahead inc case,2021-06-19,51,quantile,0.75,2067.4791564941406,1665.0
10,2021-06-14,1 wk ahead inc case,2021-06-19,51,quantile,0.9,2608.7645019531246,1665.0
12,2021-06-14,1 wk ahead inc case,2021-06-19,51,quantile,0.975,2758.718237304687,1665.0
14,2021-06-14,2 wk ahead inc case,2021-06-26,51,quantile,0.025,183.83554878234864,1530.0
15,2021-06-14,2 wk ahead inc case,2021-06-26,51,point,NA,1152.0833740234375,1530.0
16,2021-06-14,2 wk ahead inc case,2021-06-26,51,quantile,0.1,593.456475830078,1530.0
18,2021-06-14,2 wk ahead inc case,2021-06-26,51,quantile,0.25,776.4902801513672,1530.0
20,2021-06-14,2 wk ahead inc case,2021-06-26,51,quantile,0.5,1152.0833740234375,1530.0
22,2021-06-14,2 wk ahead inc case,2021-06-26,51,quantile,0.75,1642.7780456542969,1530.0
24,2021-06-14,2 wk ahead inc case,2021-06-26,51,quantile,0.9,1817.8554809570314,1530.0
26,2021-06-14,2 wk ahead inc case,2021-06-26,51,quantile,0.975,2126.10205078125,1530.0
28,2021-06-14,3 wk ahead inc case,2021-07-03,51,quantile,0.025,146.01789875030516,1896.0
29,2021-06-14,3 wk ahead inc case,2021-07-03,51,point,NA,908.9053344726562,1896.0
30,2021-06-14,3 wk ahead inc case,2021-07-03,51,quantile,0.1,485.45546874999997,1896.0
32,2021-06-14,3 wk ahead inc case,2021-07-03,51,quantile,0.25,769.8461608886719,1896.0
