,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-03-22,1 wk ahead inc case,2021-03-27,51,quantile,0.025,5891.671899414063,9997.0
1,2021-03-22,1 wk ahead inc case,2021-03-27,51,point,NA,8482.390625,9997.0
2,2021-03-22,1 wk ahead inc case,2021-03-27,51,quantile,0.1,6825.94580078125,9997.0
4,2021-03-22,1 wk ahead inc case,2021-03-27,51,quantile,0.25,7658.9947509765625,9997.0
6,2021-03-22,1 wk ahead inc case,2021-03-27,51,quantile,0.5,8482.390625,9997.0
8,2021-03-22,1 wk ahead inc case,2021-03-27,51,quantile,0.75,8912.5205078125,9997.0
10,2021-03-22,1 wk ahead inc case,2021-03-27,51,quantile,0.9,9697.2119140625,9997.0
12,2021-03-22,1 wk ahead inc case,2021-03-27,51,quantile,0.975,9698.302514648438,9997.0
14,2021-03-22,2 wk ahead inc case,2021-04-03,51,quantile,0.025,6184.073999023438,10604.0
15,2021-03-22,2 wk ahead inc case,2021-04-03,51,point,NA,8095.75146484375,10604.0
16,2021-03-22,2 wk ahead inc case,2021-04-03,51,quantile,0.1,6574.488671875,10604.0
18,2021-03-22,2 wk ahead inc case,2021-04-03,51,quantile,0.25,7122.179443359375,10604.0
20,2021-03-22,2 wk ahead inc case,2021-04-03,51,quantile,0.5,8095.75146484375,10604.0
22,2021-03-22,2 wk ahead inc case,2021-04-03,51,quantile,0.75,8302.16357421875,10604.0
24,2021-03-22,2 wk ahead inc case,2021-04-03,51,quantile,0.9,8717.99873046875,10604.0
26,2021-03-22,2 wk ahead inc case,2021-04-03,51,quantile,0.975,9149.598437499999,10604.0
28,2021-03-22,3 wk ahead inc case,2021-04-10,51,quantile,0.025,6003.291662597656,10649.0
29,2021-03-22,3 wk ahead inc case,2021-04-10,51,point,NA,8011.522216796875,10649.0
30,2021-03-22,3 wk ahead inc case,2021-04-10,51,quantile,0.1,6829.930908203125,10649.0
32,2021-03-22,3 wk ahead inc case,2021-04-10,51,quantile,0.25,7284.81005859375,10649.0
34,2021-03-22,3 wk ahead inc case,2021-04-10,51,quantile,0.5,8011.522216796875,10649.0
36,2021-03-22,3 wk ahead inc case,2021-04-10,51,quantile,0.75,8505.960693359375,10649.0
