,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2020-12-28,1 wk ahead inc case,2021-01-02,51,quantile,0.025,18656.505322265624,34705.0
1,2020-12-28,1 wk ahead inc case,2021-01-02,51,point,NA,36886.279296875,34705.0
2,2020-12-28,1 wk ahead inc case,2021-01-02,51,quantile,0.1,24757.000390625002,34705.0
4,2020-12-28,1 wk ahead inc case,2021-01-02,51,quantile,0.25,29109.220703125,34705.0
6,2020-12-28,1 wk ahead inc case,2021-01-02,51,quantile,0.5,36886.279296875,34705.0
8,2020-12-28,1 wk ahead inc case,2021-01-02,51,quantile,0.75,44084.0537109375,34705.0
10,2020-12-28,1 wk ahead inc case,2021-01-02,51,quantile,0.9,52409.5375,34705.0
12,2020-12-28,1 wk ahead inc case,2021-01-02,51,quantile,0.975,61539.14814453125,34705.0
14,2020-12-28,2 wk ahead inc case,2021-01-09,51,quantile,0.025,17989.49599609375,35727.0
15,2020-12-28,2 wk ahead inc case,2021-01-09,51,point,NA,31626.7890625,35727.0
16,2020-12-28,2 wk ahead inc case,2021-01-09,51,quantile,0.1,23038.415234375,35727.0
18,2020-12-28,2 wk ahead inc case,2021-01-09,51,quantile,0.25,24004.82470703125,35727.0
20,2020-12-28,2 wk ahead inc case,2021-01-09,51,quantile,0.5,31626.7890625,35727.0
22,2020-12-28,2 wk ahead inc case,2021-01-09,51,quantile,0.75,39565.935546875,35727.0
24,2020-12-28,2 wk ahead inc case,2021-01-09,51,quantile,0.9,47538.30468750001,35727.0
26,2020-12-28,2 wk ahead inc case,2021-01-09,51,quantile,0.975,55188.760937499996,35727.0
28,2020-12-28,3 wk ahead inc case,2021-01-16,51,quantile,0.025,15631.72431640625,39312.0
29,2020-12-28,3 wk ahead inc case,2021-01-16,51,point,NA,35707.81640625,39312.0
30,2020-12-28,3 wk ahead inc case,2021-01-16,51,quantile,0.1,24872.0888671875,39312.0
32,2020-12-28,3 wk ahead inc case,2021-01-16,51,quantile,0.25,32391.9287109375,39312.0
34,2020-12-28,3 wk ahead inc case,2021-01-16,51,quantile,0.5,35707.81640625,39312.0
36,2020-12-28,3 wk ahead inc case,2021-01-16,51,quantile,0.75,44170.42578125,39312.0
38,2020-12-28,3 wk ahead inc case,2021-01-16,51,quantile,0.9,57913.038671875,39312.0
40,2020-12-28,3 wk ahead inc case,2021-01-16,51,quantile,0.975,66224.90048828124,39312.0
42,2020-12-28,4 wk ahead inc case,2021-01-23,51,quantile,0.025,18452.228515625,33668.0
43,2020-12-28,4 wk ahead inc case,2021-01-23,51,point,NA,44525.693359375,33668.0
44,2020-12-28,4 wk ahead inc case,2021-01-23,51,quantile,0.1,25921.6796875,33668.0
46,2020-12-28,4 wk ahead inc case,2021-01-23,51,quantile,0.25,36146.884765625,33668.0
48,2020-12-28,4 wk ahead inc case,2021-01-23,51,quantile,0.5,44525.693359375,33668.0
50,2020-12-28,4 wk ahead inc case,2021-01-23,51,quantile,0.75,47361.0400390625,33668.0
