,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-11-08,1 wk ahead inc case,2021-11-13,51,quantile,0.025,3216.192987060547,10659.0
1,2021-11-08,1 wk ahead inc case,2021-11-13,51,point,NA,8255.49609375,10659.0
2,2021-11-08,1 wk ahead inc case,2021-11-13,51,quantile,0.1,4714.409521484376,10659.0
4,2021-11-08,1 wk ahead inc case,2021-11-13,51,quantile,0.25,6089.181396484375,10659.0
6,2021-11-08,1 wk ahead inc case,2021-11-13,51,quantile,0.5,8255.49609375,10659.0
8,2021-11-08,1 wk ahead inc case,2021-11-13,51,quantile,0.75,9570.526611328125,10659.0
10,2021-11-08,1 wk ahead inc case,2021-11-13,51,quantile,0.9,10976.083886718749,10659.0
12,2021-11-08,1 wk ahead inc case,2021-11-13,51,quantile,0.975,11812.117431640625,10659.0
14,2021-11-08,2 wk ahead inc case,2021-11-20,51,quantile,0.025,2033.736071777344,10315.0
15,2021-11-08,2 wk ahead inc case,2021-11-20,51,point,NA,7388.7607421875,10315.0
16,2021-11-08,2 wk ahead inc case,2021-11-20,51,quantile,0.1,4539.829492187499,10315.0
18,2021-11-08,2 wk ahead inc case,2021-11-20,51,quantile,0.25,5591.332763671875,10315.0
20,2021-11-08,2 wk ahead inc case,2021-11-20,51,quantile,0.5,7388.7607421875,10315.0
22,2021-11-08,2 wk ahead inc case,2021-11-20,51,quantile,0.75,8589.87939453125,10315.0
24,2021-11-08,2 wk ahead inc case,2021-11-20,51,quantile,0.9,9622.59033203125,10315.0
26,2021-11-08,2 wk ahead inc case,2021-11-20,51,quantile,0.975,10215.236010742186,10315.0
28,2021-11-08,3 wk ahead inc case,2021-11-27,51,quantile,0.025,3017.4983825683594,12870.0
29,2021-11-08,3 wk ahead inc case,2021-11-27,51,point,NA,6424.04638671875,12870.0
30,2021-11-08,3 wk ahead inc case,2021-11-27,51,quantile,0.1,4106.430517578125,12870.0
32,2021-11-08,3 wk ahead inc case,2021-11-27,51,quantile,0.25,4762.71044921875,12870.0
34,2021-11-08,3 wk ahead inc case,2021-11-27,51,quantile,0.5,6424.04638671875,12870.0
36,2021-11-08,3 wk ahead inc case,2021-11-27,51,quantile,0.75,7415.159912109375,12870.0
38,2021-11-08,3 wk ahead inc case,2021-11-27,51,quantile,0.9,9067.993359375001,12870.0
40,2021-11-08,3 wk ahead inc case,2021-11-27,51,quantile,0.975,9747.6130859375,12870.0
42,2021-11-08,4 wk ahead inc case,2021-12-04,51,quantile,0.025,2608.026959228516,17480.0
43,2021-11-08,4 wk ahead inc case,2021-12-04,51,point,NA,6266.560546875,17480.0
44,2021-11-08,4 wk ahead inc case,2021-12-04,51,quantile,0.1,4459.844409179688,17480.0
46,2021-11-08,4 wk ahead inc case,2021-12-04,51,quantile,0.25,5384.912109375,17480.0
48,2021-11-08,4 wk ahead inc case,2021-12-04,51,quantile,0.5,6266.560546875,17480.0
50,2021-11-08,4 wk ahead inc case,2021-12-04,51,quantile,0.75,8004.2569580078125,17480.0
52,2021-11-08,4 wk ahead inc case,2021-12-04,51,quantile,0.9,9708.435546875,17480.0
54,2021-11-08,4 wk ahead inc case,2021-12-04,51,quantile,0.975,10895.38427734375,17480.0
