,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-11-01,1 wk ahead inc case,2021-11-06,51,quantile,0.025,2450.4266601562504,9515.0
1,2021-11-01,1 wk ahead inc case,2021-11-06,51,point,NA,9532.28955078125,9515.0
2,2021-11-01,1 wk ahead inc case,2021-11-06,51,quantile,0.1,5547.162646484376,9515.0
4,2021-11-01,1 wk ahead inc case,2021-11-06,51,quantile,0.25,7691.9207763671875,9515.0
6,2021-11-01,1 wk ahead inc case,2021-11-06,51,quantile,0.5,9532.28955078125,9515.0
8,2021-11-01,1 wk ahead inc case,2021-11-06,51,quantile,0.75,12533.576416015625,9515.0
10,2021-11-01,1 wk ahead inc case,2021-11-06,51,quantile,0.9,16712.9669921875,9515.0
12,2021-11-01,1 wk ahead inc case,2021-11-06,51,quantile,0.975,18393.09033203125,9515.0
14,2021-11-01,2 wk ahead inc case,2021-11-13,51,quantile,0.025,2068.2641204833985,10659.0
15,2021-11-01,2 wk ahead inc case,2021-11-13,51,point,NA,7748.62060546875,10659.0
16,2021-11-01,2 wk ahead inc case,2021-11-13,51,quantile,0.1,3755.4416992187503,10659.0
18,2021-11-01,2 wk ahead inc case,2021-11-13,51,quantile,0.25,5785.69677734375,10659.0
20,2021-11-01,2 wk ahead inc case,2021-11-13,51,quantile,0.5,7748.62060546875,10659.0
22,2021-11-01,2 wk ahead inc case,2021-11-13,51,quantile,0.75,9163.66259765625,10659.0
24,2021-11-01,2 wk ahead inc case,2021-11-13,51,quantile,0.9,11072.3712890625,10659.0
26,2021-11-01,2 wk ahead inc case,2021-11-13,51,quantile,0.975,11489.675024414062,10659.0
28,2021-11-01,3 wk ahead inc case,2021-11-20,51,quantile,0.025,2638.967919921875,10315.0
29,2021-11-01,3 wk ahead inc case,2021-11-20,51,point,NA,6644.859375,10315.0
30,2021-11-01,3 wk ahead inc case,2021-11-20,51,quantile,0.1,3735.115966796875,10315.0
32,2021-11-01,3 wk ahead inc case,2021-11-20,51,quantile,0.25,4974.668212890625,10315.0
34,2021-11-01,3 wk ahead inc case,2021-11-20,51,quantile,0.5,6644.859375,10315.0
36,2021-11-01,3 wk ahead inc case,2021-11-20,51,quantile,0.75,8151.9688720703125,10315.0
38,2021-11-01,3 wk ahead inc case,2021-11-20,51,quantile,0.9,9593.43310546875,10315.0
40,2021-11-01,3 wk ahead inc case,2021-11-20,51,quantile,0.975,10142.058471679688,10315.0
42,2021-11-01,4 wk ahead inc case,2021-11-27,51,quantile,0.025,2002.2955932617188,12870.0
43,2021-11-01,4 wk ahead inc case,2021-11-27,51,point,NA,6474.8828125,12870.0
44,2021-11-01,4 wk ahead inc case,2021-11-27,51,quantile,0.1,3370.1939697265625,12870.0
46,2021-11-01,4 wk ahead inc case,2021-11-27,51,quantile,0.25,4472.3157958984375,12870.0
48,2021-11-01,4 wk ahead inc case,2021-11-27,51,quantile,0.5,6474.8828125,12870.0
50,2021-11-01,4 wk ahead inc case,2021-11-27,51,quantile,0.75,7751.28857421875,12870.0
52,2021-11-01,4 wk ahead inc case,2021-11-27,51,quantile,0.9,8849.71005859375,12870.0
54,2021-11-01,4 wk ahead inc case,2021-11-27,51,quantile,0.975,9512.175439453124,12870.0
56,2021-11-01,1 wk ahead inc case,2021-11-06,45,quantile,0.025,1064.8396759033203,4625.0
57,2021-11-01,1 wk ahead inc case,2021-11-06,45,point,NA,7048.1845703125,4625.0
58,2021-11-01,1 wk ahead inc case,2021-11-06,45,quantile,0.1,3293.97138671875,4625.0
60,2021-11-01,1 wk ahead inc case,2021-11-06,45,quantile,0.25,5059.8338623046875,4625.0
62,2021-11-01,1 wk ahead inc case,2021-11-06,45,quantile,0.5,7048.1845703125,4625.0
64,2021-11-01,1 wk ahead inc case,2021-11-06,45,quantile,0.75,8727.98828125,4625.0
66,2021-11-01,1 wk ahead inc case,2021-11-06,45,quantile,0.9,10463.72392578125,4625.0
68,2021-11-01,1 wk ahead inc case,2021-11-06,45,quantile,0.975,12170.431640624998,4625.0
70,2021-11-01,2 wk ahead inc case,2021-11-13,45,quantile,0.025,1751.9568328857422,4682.0
71,2021-11-01,2 wk ahead inc case,2021-11-13,45,point,NA,4932.534423828125,4682.0
72,2021-11-01,2 wk ahead inc case,2021-11-13,45,quantile,0.1,2257.2016723632814,4682.0
74,2021-11-01,2 wk ahead inc case,2021-11-13,45,quantile,0.25,3170.020263671875,4682.0
76,2021-11-01,2 wk ahead inc case,2021-11-13,45,quantile,0.5,4932.534423828125,4682.0
78,2021-11-01,2 wk ahead inc case,2021-11-13,45,quantile,0.75,5998.978515625,4682.0
80,2021-11-01,2 wk ahead inc case,2021-11-13,45,quantile,0.9,6436.973388671875,4682.0
82,2021-11-01,2 wk ahead inc case,2021-11-13,45,quantile,0.975,8133.34416503906,4682.0
84,2021-11-01,3 wk ahead inc case,2021-11-20,45,quantile,0.025,1067.5634552001952,4082.0
85,2021-11-01,3 wk ahead inc case,2021-11-20,45,point,NA,4002.78125,4082.0
86,2021-11-01,3 wk ahead inc case,2021-11-20,45,quantile,0.1,1691.3028564453125,4082.0
88,2021-11-01,3 wk ahead inc case,2021-11-20,45,quantile,0.25,2734.630859375,4082.0
90,2021-11-01,3 wk ahead inc case,2021-11-20,45,quantile,0.5,4002.78125,4082.0
92,2021-11-01,3 wk ahead inc case,2021-11-20,45,quantile,0.75,4967.9583740234375,4082.0
94,2021-11-01,3 wk ahead inc case,2021-11-20,45,quantile,0.9,6289.526953125001,4082.0
96,2021-11-01,3 wk ahead inc case,2021-11-20,45,quantile,0.975,6644.936499023437,4082.0
98,2021-11-01,4 wk ahead inc case,2021-11-27,45,quantile,0.025,815.4264099121094,6040.0
99,2021-11-01,4 wk ahead inc case,2021-11-27,45,point,NA,3815.4493408203125,6040.0
100,2021-11-01,4 wk ahead inc case,2021-11-27,45,quantile,0.1,1477.008154296875,6040.0
102,2021-11-01,4 wk ahead inc case,2021-11-27,45,quantile,0.25,2265.6900024414062,6040.0
104,2021-11-01,4 wk ahead inc case,2021-11-27,45,quantile,0.5,3815.4493408203125,6040.0
106,2021-11-01,4 wk ahead inc case,2021-11-27,45,quantile,0.75,5114.0582275390625,6040.0
108,2021-11-01,4 wk ahead inc case,2021-11-27,45,quantile,0.9,5843.43349609375,6040.0
110,2021-11-01,4 wk ahead inc case,2021-11-27,45,quantile,0.975,6444.130053710937,6040.0
112,2021-11-01,1 wk ahead inc case,2021-11-06,37,quantile,0.025,4168.271124267578,12161.0
113,2021-11-01,1 wk ahead inc case,2021-11-06,37,point,NA,13473.474609375,12161.0
114,2021-11-01,1 wk ahead inc case,2021-11-06,37,quantile,0.1,6489.434765625,12161.0
116,2021-11-01,1 wk ahead inc case,2021-11-06,37,quantile,0.25,8709.218994140625,12161.0
118,2021-11-01,1 wk ahead inc case,2021-11-06,37,quantile,0.5,13473.474609375,12161.0
120,2021-11-01,1 wk ahead inc case,2021-11-06,37,quantile,0.75,17916.962890625,12161.0
122,2021-11-01,1 wk ahead inc case,2021-11-06,37,quantile,0.9,19712.880273437502,12161.0
124,2021-11-01,1 wk ahead inc case,2021-11-06,37,quantile,0.975,22650.052490234375,12161.0
126,2021-11-01,2 wk ahead inc case,2021-11-13,37,quantile,0.025,2159.1509216308596,13117.0
127,2021-11-01,2 wk ahead inc case,2021-11-13,37,point,NA,11109.73828125,13117.0
128,2021-11-01,2 wk ahead inc case,2021-11-13,37,quantile,0.1,4000.796215820313,13117.0
130,2021-11-01,2 wk ahead inc case,2021-11-13,37,quantile,0.25,7170.6776123046875,13117.0
132,2021-11-01,2 wk ahead inc case,2021-11-13,37,quantile,0.5,11109.73828125,13117.0
134,2021-11-01,2 wk ahead inc case,2021-11-13,37,quantile,0.75,14389.3955078125,13117.0
136,2021-11-01,2 wk ahead inc case,2021-11-13,37,quantile,0.9,16545.3294921875,13117.0
138,2021-11-01,2 wk ahead inc case,2021-11-13,37,quantile,0.975,18199.343896484374,13117.0
140,2021-11-01,3 wk ahead inc case,2021-11-20,37,quantile,0.025,2833.5702941894533,9133.0
141,2021-11-01,3 wk ahead inc case,2021-11-20,37,point,NA,8296.17236328125,9133.0
142,2021-11-01,3 wk ahead inc case,2021-11-20,37,quantile,0.1,5104.530859375001,9133.0
144,2021-11-01,3 wk ahead inc case,2021-11-20,37,quantile,0.25,6050.52001953125,9133.0
146,2021-11-01,3 wk ahead inc case,2021-11-20,37,quantile,0.5,8296.17236328125,9133.0
148,2021-11-01,3 wk ahead inc case,2021-11-20,37,quantile,0.75,10703.850341796875,9133.0
150,2021-11-01,3 wk ahead inc case,2021-11-20,37,quantile,0.9,12918.5931640625,9133.0
152,2021-11-01,3 wk ahead inc case,2021-11-20,37,quantile,0.975,14923.952270507812,9133.0
154,2021-11-01,4 wk ahead inc case,2021-11-27,37,quantile,0.025,3251.5116638183595,20575.0
155,2021-11-01,4 wk ahead inc case,2021-11-27,37,point,NA,8153.169921875,20575.0
156,2021-11-01,4 wk ahead inc case,2021-11-27,37,quantile,0.1,4531.434863281251,20575.0
158,2021-11-01,4 wk ahead inc case,2021-11-27,37,quantile,0.25,6378.041748046875,20575.0
160,2021-11-01,4 wk ahead inc case,2021-11-27,37,quantile,0.5,8153.169921875,20575.0
162,2021-11-01,4 wk ahead inc case,2021-11-27,37,quantile,0.75,11011.771240234375,20575.0
164,2021-11-01,4 wk ahead inc case,2021-11-27,37,quantile,0.9,11809.5525390625,20575.0
166,2021-11-01,4 wk ahead inc case,2021-11-27,37,quantile,0.975,13066.061596679687,20575.0
168,2021-11-01,1 wk ahead inc case,2021-11-06,13,quantile,0.025,3202.7767944335938,7058.0
169,2021-11-01,1 wk ahead inc case,2021-11-06,13,point,NA,8552.6943359375,7058.0
170,2021-11-01,1 wk ahead inc case,2021-11-06,13,quantile,0.1,5546.04033203125,7058.0
172,2021-11-01,1 wk ahead inc case,2021-11-06,13,quantile,0.25,7077.1903076171875,7058.0
174,2021-11-01,1 wk ahead inc case,2021-11-06,13,quantile,0.5,8552.6943359375,7058.0
176,2021-11-01,1 wk ahead inc case,2021-11-06,13,quantile,0.75,10391.222412109375,7058.0
178,2021-11-01,1 wk ahead inc case,2021-11-06,13,quantile,0.9,12225.187597656251,7058.0
180,2021-11-01,1 wk ahead inc case,2021-11-06,13,quantile,0.975,14594.626977539061,7058.0
182,2021-11-01,2 wk ahead inc case,2021-11-13,13,quantile,0.025,1982.673489379883,7866.0
183,2021-11-01,2 wk ahead inc case,2021-11-13,13,point,NA,6165.34375,7866.0
184,2021-11-01,2 wk ahead inc case,2021-11-13,13,quantile,0.1,3056.5330810546875,7866.0
186,2021-11-01,2 wk ahead inc case,2021-11-13,13,quantile,0.25,4222.6646728515625,7866.0
188,2021-11-01,2 wk ahead inc case,2021-11-13,13,quantile,0.5,6165.34375,7866.0
190,2021-11-01,2 wk ahead inc case,2021-11-13,13,quantile,0.75,7721.4610595703125,7866.0
192,2021-11-01,2 wk ahead inc case,2021-11-13,13,quantile,0.9,10168.851660156251,7866.0
194,2021-11-01,2 wk ahead inc case,2021-11-13,13,quantile,0.975,11445.105834960938,7866.0
196,2021-11-01,3 wk ahead inc case,2021-11-20,13,quantile,0.025,1495.088815307617,4694.0
197,2021-11-01,3 wk ahead inc case,2021-11-20,13,point,NA,5840.214111328125,4694.0
198,2021-11-01,3 wk ahead inc case,2021-11-20,13,quantile,0.1,3471.878588867188,4694.0
200,2021-11-01,3 wk ahead inc case,2021-11-20,13,quantile,0.25,4346.5947265625,4694.0
202,2021-11-01,3 wk ahead inc case,2021-11-20,13,quantile,0.5,5840.214111328125,4694.0
204,2021-11-01,3 wk ahead inc case,2021-11-20,13,quantile,0.75,7437.2166748046875,4694.0
206,2021-11-01,3 wk ahead inc case,2021-11-20,13,quantile,0.9,8329.6267578125,4694.0
208,2021-11-01,3 wk ahead inc case,2021-11-20,13,quantile,0.975,9051.360546875,4694.0
210,2021-11-01,4 wk ahead inc case,2021-11-27,13,quantile,0.025,2373.10869140625,9773.0
211,2021-11-01,4 wk ahead inc case,2021-11-27,13,point,NA,5764.604736328125,9773.0
212,2021-11-01,4 wk ahead inc case,2021-11-27,13,quantile,0.1,2637.385986328125,9773.0
214,2021-11-01,4 wk ahead inc case,2021-11-27,13,quantile,0.25,4187.408447265625,9773.0
216,2021-11-01,4 wk ahead inc case,2021-11-27,13,quantile,0.5,5764.604736328125,9773.0
218,2021-11-01,4 wk ahead inc case,2021-11-27,13,quantile,0.75,6667.8760986328125,9773.0
220,2021-11-01,4 wk ahead inc case,2021-11-27,13,quantile,0.9,7548.721142578126,9773.0
222,2021-11-01,4 wk ahead inc case,2021-11-27,13,quantile,0.975,9209.741137695311,9773.0
224,2021-11-01,1 wk ahead inc case,2021-11-06,47,quantile,0.025,2129.1561950683595,7915.0
225,2021-11-01,1 wk ahead inc case,2021-11-06,47,point,NA,8964.37744140625,7915.0
226,2021-11-01,1 wk ahead inc case,2021-11-06,47,quantile,0.1,5706.350244140625,7915.0
228,2021-11-01,1 wk ahead inc case,2021-11-06,47,quantile,0.25,6813.5745849609375,7915.0
230,2021-11-01,1 wk ahead inc case,2021-11-06,47,quantile,0.5,8964.37744140625,7915.0
232,2021-11-01,1 wk ahead inc case,2021-11-06,47,quantile,0.75,10224.97705078125,7915.0
234,2021-11-01,1 wk ahead inc case,2021-11-06,47,quantile,0.9,11986.745703125,7915.0
236,2021-11-01,1 wk ahead inc case,2021-11-06,47,quantile,0.975,13480.767822265625,7915.0
238,2021-11-01,2 wk ahead inc case,2021-11-13,47,quantile,0.025,1729.4057861328124,9202.0
239,2021-11-01,2 wk ahead inc case,2021-11-13,47,point,NA,6121.63916015625,9202.0
240,2021-11-01,2 wk ahead inc case,2021-11-13,47,quantile,0.1,3300.0425048828124,9202.0
242,2021-11-01,2 wk ahead inc case,2021-11-13,47,quantile,0.25,4538.10302734375,9202.0
244,2021-11-01,2 wk ahead inc case,2021-11-13,47,quantile,0.5,6121.63916015625,9202.0
246,2021-11-01,2 wk ahead inc case,2021-11-13,47,quantile,0.75,7566.9622802734375,9202.0
248,2021-11-01,2 wk ahead inc case,2021-11-13,47,quantile,0.9,9139.543164062501,9202.0
250,2021-11-01,2 wk ahead inc case,2021-11-13,47,quantile,0.975,9867.111499023438,9202.0
252,2021-11-01,3 wk ahead inc case,2021-11-20,47,quantile,0.025,2226.6782348632814,7026.0
253,2021-11-01,3 wk ahead inc case,2021-11-20,47,point,NA,4633.6875,7026.0
254,2021-11-01,3 wk ahead inc case,2021-11-20,47,quantile,0.1,2684.2299560546876,7026.0
256,2021-11-01,3 wk ahead inc case,2021-11-20,47,quantile,0.25,3783.5596313476562,7026.0
258,2021-11-01,3 wk ahead inc case,2021-11-20,47,quantile,0.5,4633.6875,7026.0
260,2021-11-01,3 wk ahead inc case,2021-11-20,47,quantile,0.75,6104.4967041015625,7026.0
262,2021-11-01,3 wk ahead inc case,2021-11-20,47,quantile,0.9,6850.01044921875,7026.0
264,2021-11-01,3 wk ahead inc case,2021-11-20,47,quantile,0.975,7844.077246093749,7026.0
266,2021-11-01,4 wk ahead inc case,2021-11-27,47,quantile,0.025,1398.307144165039,12476.0
267,2021-11-01,4 wk ahead inc case,2021-11-27,47,point,NA,4736.390625,12476.0
268,2021-11-01,4 wk ahead inc case,2021-11-27,47,quantile,0.1,2584.134106445312,12476.0
270,2021-11-01,4 wk ahead inc case,2021-11-27,47,quantile,0.25,3269.0164794921875,12476.0
272,2021-11-01,4 wk ahead inc case,2021-11-27,47,quantile,0.5,4736.390625,12476.0
274,2021-11-01,4 wk ahead inc case,2021-11-27,47,quantile,0.75,5561.152099609375,12476.0
276,2021-11-01,4 wk ahead inc case,2021-11-27,47,quantile,0.9,6629.095703125001,12476.0
278,2021-11-01,4 wk ahead inc case,2021-11-27,47,quantile,0.975,7571.179345703125,12476.0
