,forecast_date,target,target_end_date,location,type,quantile,value,truth
0,2021-10-11,1 wk ahead inc case,2021-10-16,51,quantile,0.025,4375.744421386718,11845.0
1,2021-10-11,1 wk ahead inc case,2021-10-16,51,point,NA,15061.6181640625,11845.0
2,2021-10-11,1 wk ahead inc case,2021-10-16,51,quantile,0.1,6610.331054687501,11845.0
4,2021-10-11,1 wk ahead inc case,2021-10-16,51,quantile,0.25,11027.35205078125,11845.0
6,2021-10-11,1 wk ahead inc case,2021-10-16,51,quantile,0.5,15061.6181640625,11845.0
8,2021-10-11,1 wk ahead inc case,2021-10-16,51,quantile,0.75,19376.1748046875,11845.0
10,2021-10-11,1 wk ahead inc case,2021-10-16,51,quantile,0.9,21143.47421875,11845.0
12,2021-10-11,1 wk ahead inc case,2021-10-16,51,quantile,0.975,24460.008886718748,11845.0
14,2021-10-11,2 wk ahead inc case,2021-10-23,51,quantile,0.025,2661.5480773925783,10030.0
15,2021-10-11,2 wk ahead inc case,2021-10-23,51,point,NA,13028.791015625,10030.0
16,2021-10-11,2 wk ahead inc case,2021-10-23,51,quantile,0.1,5120.148339843749,10030.0
18,2021-10-11,2 wk ahead inc case,2021-10-23,51,quantile,0.25,9690.125,10030.0
20,2021-10-11,2 wk ahead inc case,2021-10-23,51,quantile,0.5,13028.791015625,10030.0
22,2021-10-11,2 wk ahead inc case,2021-10-23,51,quantile,0.75,16985.4248046875,10030.0
24,2021-10-11,2 wk ahead inc case,2021-10-23,51,quantile,0.9,19482.7626953125,10030.0
26,2021-10-11,2 wk ahead inc case,2021-10-23,51,quantile,0.975,21406.732080078124,10030.0
28,2021-10-11,3 wk ahead inc case,2021-10-30,51,quantile,0.025,4659.262438964844,9070.0
29,2021-10-11,3 wk ahead inc case,2021-10-30,51,point,NA,12338.53125,9070.0
30,2021-10-11,3 wk ahead inc case,2021-10-30,51,quantile,0.1,6439.4537109375,9070.0
32,2021-10-11,3 wk ahead inc case,2021-10-30,51,quantile,0.25,8776.739990234375,9070.0
34,2021-10-11,3 wk ahead inc case,2021-10-30,51,quantile,0.5,12338.53125,9070.0
